pitcher balls strikes plate_x plate_z pitch_type stand
453286 1 0 0.0671 2.5053 FF R
501985 2 0 -0.8495 2.1714 SL R
453286 0 0 0.9791 1.2384 SL R
605400 0 0 -0.1226 1.104 FF L
501985 1 0 0.3417 3.7099 FF R
453286 0 0 -0.1082 2.4579 CU L
605400 2 2 -0.9826 1.13 CH L
501985 0 0 -1.0898 3.3444 FF R
453286 1 2 0.5551 1.7728 CH R
605400 2 2 -1.1394 1.8162 CH L
501985 1 1 -0.9119 2.298 FF R
605400 1 2 1.0078 2.3919 FT L
453286 1 1 -0.4776 2.1529 FF R
501985 1 0 0.0648 2.4156 CH R
453286 1 0 -0.6538 3.1745 SL R
605400 1 1 -1.1545 2.4645 CH L
501985 0 0 -1.5398 2.7761 FF R
605400 0 1 0.2956 3.9659 FF L
453286 0 0 1.1212 0.6415 FF R
605400 0 0 -0.3963 2.0268 FF L
594798 1 0 -0.6916 2.7047 FF R
594798 0 0 1.0436 2.1295 SL R
605400 2 1 -0.0083 1.7395 KC L
605400 1 1 0.2889 3.8742 FF L
594798 3 1 0.6943 0.9855 CH L
594798 2 1 1.4104 2.5294 FF L
605400 1 0 -0.429 3.0371 FF L
605400 0 0 -1.9476 2.8276 FF L
594798 1 1 0.5009 -0.281 CH L
594798 0 1 1.7753 1.9462 SL L
605400 3 2 1.7497 0.8011 KC R
605400 2 2 1.374 1.7084 FF R
594798 0 0 0.3922 1.8856 FF L
605400 1 2 1.1483 2.4564 FF R
594798 1 1 0.1839 1.6666 FF R
605400 1 1 0.6335 2.1847 FF R
434378 0 2 0.4025 1.729 SL L
594798 0 1 1.8635 0.7386 SL R
605400 1 0 0.6264 2.5999 FF R
434378 0 1 0.0976 1.5674 SL L
594798 0 0 0.6113 3.0569 FF R
605400 0 0 1.4886 1.2622 KC R
518516 1 2 -0.3125 4.2528 FF R
434378 0 0 -0.983 2.8764 FF L
594798 3 2 -0.6193 2.0835 FF R
434378 2 2 0.5137 2.2334 FF L
518516 1 1 -0.5937 2.3055 FC R
594798 3 2 0.2901 2.1645 SL R
434378 2 1 -0.8333 2.0886 FF L
518516 0 1 -1.7852 1.5019 FC R
594798 2 2 1.3945 1.9571 FF R
518516 0 0 0.0026 2.5771 FC R
434378 1 1 -0.9337 0.9689 CH L
594798 1 2 1.55 1.4797 SL R
518516 0 2 -0.22 1.897 FC R
434378 0 1 1.961 0.2639 SL L
594798 1 1 -0.8746 2.4529 FF R
518516 0 1 0.5787 1.8623 FC R
434378 0 0 -0.0957 1.5819 CH L
594798 0 1 1.4743 2.0311 SL R
518516 0 0 1.016 2.4202 CH R
434378 1 1 -0.6114 3.0907 CU R
594798 0 0 0.7311 2.5943 FF R
518516 3 2 -1.4497 0.9565 FC R
434378 1 0 0.3339 3.3237 FF R
594798 0 1 0.5799 2.9896 FF L
518516 2 2 0.8436 1.7038 FC R
434378 0 0 0.1431 3.8202 FF R
594798 0 0 0.233 1.7407 FF L
453286 1 2 0.0447 1.2789 CH L
434378 2 1 -0.8941 2.1664 FF L
518516 1 2 -1.0061 0.7079 CU R
518516 1 2 -0.3889 3.667 FF R
453286 1 1 0.6631 2.1719 FF L
434378 1 1 1.0909 1.5619 SL L
453286 0 1 1.4799 2.677 FF L
434378 1 0 -0.5064 2.7612 FF L
501985 3 2 -0.1376 2.0381 FF R
518516 1 1 -0.7681 1.7756 FC R
453286 0 0 -0.0352 2.0989 CU L
434378 0 0 0.5961 1.6684 FF L
518516 1 0 -0.5433 1.8411 FC R
501985 2 2 1.1995 2.5642 FF R
453286 1 1 -0.0813 2.0201 CH L
518516 0 0 -0.9749 4.236 FF R
501985 2 1 0.9255 3.1534 FF R
453286 0 1 1.7749 0.2659 CH L
501985 1 1 -1.912 2.308 SL R
518516 0 2 -0.0269 1.8233 FC R
518516 0 1 -0.7334 2.5999 FF R
453286 0 0 -0.3516 2.7136 FF L
501985 1 0 0.5396 2.4927 FF R
605400 1 0 -0.5425 1.4943 CH L
453286 3 2 1.5006 1.2776 FC R
501985 0 0 -1.2745 0.2781 SL R
518516 0 0 -0.3965 2.3415 FC R
605400 0 0 -1.4598 2.9691 FF L
453286 2 2 0.5755 0.8702 CH R
501985 3 1 0.7143 3.347 SL L
605400 1 2 0.9695 1.268 KC R
453286 1 2 1.2096 1.9834 FF R
501985 2 1 -1.1359 2.3313 FF L
453286 1 2 0.01 1.9096 FC R
605400 1 1 0.756 2.3086 FF R
501985 1 1 -1.6034 2.0489 FF L
605400 1 0 0.5643 1.2002 KC R
453286 1 1 0.4407 2.5112 FF R
501985 1 0 -0.1206 2.9848 SL L
605400 0 0 1.2414 1.8244 FF R
453286 0 1 1.7307 2.5994 FF R
501985 0 0 -1.2499 1.2905 SL L
605400 1 2 -0.4452 1.6792 FF L
453286 0 0 0.5539 2.3101 SL R
501985 1 0 -0.3547 2.7184 FF R
605400 0 2 -1.4258 2.7605 FF L
453286 0 2 0.0865 2.6028 FF L
501985 0 0 -1.3875 2.5655 CH R
605400 0 1 -1.2233 2.7185 FF L
453286 0 1 -0.2618 2.8711 FF L
501985 0 1 0.4432 1.9851 FF R
453286 0 0 0.2808 2.2708 FF L
605400 0 0 -0.1254 2.1995 FF L
501985 0 0 -0.2376 1.881 FF R
518516 0 2 0.7809 2.4671 FC R
518516 0 1 -0.112 3.0271 FC R
518516 0 0 0.6349 3.2824 FC R
518516 3 2 -2.0595 2.0243 FF R
518516 3 2 -0.5217 1.6908 CU R
518516 2 2 1.0929 2.2593 CU R
518516 2 2 -0.6591 1.3441 CU R
518516 1 2 0.3542 3.7545 FF R
518516 1 1 0.1894 2.416 CU R
518516 1 0 -0.8754 2.7419 FC R
518516 0 0 1.7519 3.8632 CU R
434378 3 2 0.2109 2.8324 FF R
434378 3 1 0.0664 2.8811 FF R
434378 2 1 1.2001 2.4713 FF R
434378 1 1 -0.2134 0.5923 CU R
434378 0 1 1.0531 1.3095 CU R
434378 0 0 0.2382 1.6282 SL R
434378 3 1 0.231 2.6299 FF R
434378 2 1 0.7801 1.4614 CH R
434378 1 1 0.8696 3.091 FF R
434378 1 0 1.1054 2.5315 FF R
434378 0 0 -0.2621 1.5667 FF R
434378 1 0 -0.0796 2.7089 SL R
434378 0 0 1.3132 1.2406 SL R
518516 0 0 0.1089 2.478 FF L
434378 0 2 -0.7664 1.0223 CH L
518516 1 0 1.1686 2.2558 CH R
434378 0 1 0.5032 2.4097 FF L
434378 0 0 -0.527 3.4948 FF L
518516 0 0 0.9015 3.1647 CU R
518516 0 2 -0.1964 3.6958 FF R
434378 1 1 0.7404 2.6516 SL R
518516 0 1 -1.2751 2.4624 FC R
434378 1 0 0.1971 2.7271 FF R
518516 0 0 0.1738 2.7494 FC R
434378 0 0 1.3167 2.2401 FF R
518516 2 2 -0.4751 2.8257 FF R
518516 1 2 -1.3768 1.3344 FC R
518516 1 1 0.7214 2.2297 CU R
518516 0 1 0.0907 1.0292 FF R
518516 0 0 0.8468 2.0546 CH R
434378 1 2 0.9384 1.7719 SL R
434378 1 1 1.7846 1.5828 SL R
434378 0 1 -0.2818 1.3704 CU R
434378 0 0 0.6395 2.2067 CU R
434378 2 2 0.726 2.4789 SL R
434378 1 2 1.5736 3.048 FF R
434378 0 2 1.7192 3.6217 FF R
434378 0 1 -0.1402 2.0486 CH R
434378 0 0 -0.5342 3.1399 FF R
434378 1 2 0.4862 3.478 FF R
434378 0 2 1.3936 1.7284 SL R
518516 2 1 0.6029 2.1402 FC R
434378 0 1 0.3011 2.3025 SL R
434378 0 0 -0.4947 2.39 CU R
518516 1 1 -0.7583 3.1128 FF R
434378 2 2 0.1171 1.7298 SL L
518516 0 1 1.0784 3.9256 CH R
518516 0 0 -0.4155 2.3935 FC R
434378 1 2 1.4162 1.9325 CU L
434378 0 2 1.0552 1.2861 SL L
518516 1 2 0.6886 2.1608 FF R
434378 0 1 0.3639 3.3721 FF L
518516 1 1 -0.1248 1.9137 FC R
434378 0 0 -0.718 2.9754 FF L
518516 1 0 -0.3896 2.7695 CH R
518516 0 0 0.8683 4.0286 CH R
518516 1 0 -0.1055 2.7017 FF R
518516 0 0 -0.9705 1.4084 CU R
518516 2 1 0.0606 3.0937 FF R
518516 2 0 0.3397 3.0796 FC R
518516 1 0 -1.4992 0.3036 CH R
518516 0 0 1.2096 2.3684 CH R
518516 3 2 -0.1005 2.6766 FC R
518516 2 2 -1.298 3.1475 FF R
518516 2 1 -0.2074 1.3745 FC R
518516 2 0 -0.6253 2.0925 FC R
518516 1 0 -1.5972 1.7606 FC R
518516 0 0 -1.2936 2.2395 FC R
518516 3 2 -1.6405 1.6648 FF L
518516 3 2 -0.3385 2.4149 FC L
518516 2 2 -1.6512 2.8508 FC L
434378 1 2 0.6772 0.8724 CU R
518516 2 2 -0.9061 1.549 CU L
518516 1 2 -1.0591 3.1893 FF L
434378 1 1 -0.3598 2.8193 FF R
434378 0 1 0.7601 3.4548 FF R
518516 0 2 -1.4557 2.4144 FC L
518516 0 2 -0.151 2.4548 FF L
434378 0 0 -0.0816 2.5306 FF R
518516 0 1 -0.5032 1.5792 FC L
434378 2 1 -0.4971 3.2614 FF R
434378 2 0 0.2612 3.3119 FF R
518516 0 0 -0.5422 1.5555 FF L
434378 1 0 -0.2568 3.527 FF R
434378 0 0 1.0846 0.883 CU R
434378 2 0 -0.3863 3.1173 FF R
434378 1 0 -0.7303 3.357 SL R
434378 0 0 1.1884 3.4762 FF R
434378 3 2 -0.3284 2.0605 FF L
434378 3 2 -0.4043 3.8314 FF L
434378 3 2 -0.3309 3.6788 FF L
434378 2 2 0.2181 4.3152 FF L
434378 2 1 0.4333 2.1643 FF L
434378 1 1 -0.8264 3.6907 FF L
434378 0 1 -1.2559 3.9931 CU L
434378 0 0 0.0439 2.8814 FF L
434378 0 0 0.3406 1.7808 SL R
434378 0 0 0.3458 3.506 SL R
518516 0 1 -0.3137 3.6525 FC R
434378 0 1 0.5394 3.4784 FF R
518516 0 0 -0.1676 3.4128 FF R
434378 0 0 0.0371 2.12 SL R
518516 0 0 0.7629 3.5042 CH R
434378 3 2 1.4373 0.7606 CU R
434378 2 2 0.8569 1.1105 SL R
518516 2 2 -0.4238 2.3143 FF R
518516 2 1 -0.6557 2.2682 FC R
434378 2 1 0.1307 1.9765 SL R
518516 1 1 -1.8294 2.3594 FC R
434378 2 0 -0.1431 2.7961 SL R
518516 0 1 1.0348 3.0365 CH R
434378 1 0 0.2819 1.6271 SL R
434378 0 0 -1.0751 3.048 FF R
518516 0 0 -0.6505 2.9674 FF R
434378 3 2 -0.3678 3.128 FF L
434378 3 2 -0.3334 3.3323 FF L
434378 2 2 1.2933 -0.0316 CU L
434378 2 2 0.2821 2.1176 SL L
434378 2 1 -0.5034 1.7919 SL L
434378 2 0 -0.9916 1.957 FF L
434378 1 0 -0.7287 0.9367 CH L
434378 0 0 -0.2594 1.1695 CH L
434378 3 1 -0.7389 1.143 FF R
434378 3 0 -0.0291 3.1113 FF R
518516 1 2 -0.1487 1.292 FC R
434378 2 0 0.1945 3.9557 SL R
518516 1 1 -0.2215 2.1153 CU R
518516 0 1 0.9492 3.133 CH R
434378 1 0 -1.3879 2.0217 FF R
518516 0 0 0.5437 3.0145 FF R
434378 0 0 0.5684 1.4258 FF R
518516 1 2 0.7453 3.7053 FF R
434378 3 2 -0.2281 1.6725 CU R
518516 1 2 -0.6163 1.5958 CU R
434378 3 2 -0.4593 3.7254 FF R
518516 1 1 0.1239 1.7275 FC R
434378 3 2 -0.1005 3.4116 FF R
518516 0 1 1.2411 3.8244 CU R
434378 2 2 -0.649 3.9653 FF R
518516 0 0 -0.4275 2.0628 FF R
434378 2 1 -0.5314 2.5441 CH R
518516 0 2 0.3452 2.7086 FF R
434378 1 1 -0.3131 5.2453 FF R
518516 0 1 -0.7687 2.7809 FC R
434378 1 0 -0.1504 3.458 FF R
434378 0 0 0.1872 3.8523 FF R
518516 0 0 -0.718 2.5697 FF R
518516 1 2 -0.0742 3.7218 FF R
518516 1 2 0.5207 1.9726 FC R
434378 1 2 0.8469 1.5169 SL R
518516 1 1 -0.5045 2.9391 FF R
434378 1 1 -0.4916 3.3353 FF R
518516 1 0 -0.7123 1.449 FC R
434378 1 0 0.327 3.0768 FF R
434378 0 0 1.2966 3.363 FF R
518516 0 0 0.6753 3.7243 FF R
518516 0 2 -2.5031 -0.4211 CU R
434378 0 2 0.1505 1.0549 CU L
434378 0 1 -0.7085 2.9888 FF L
518516 0 1 -0.4169 3.1149 CU R
518516 0 0 -0.2997 2.907 FF R
434378 0 0 -0.6377 3.484 FF L
518516 0 2 -0.9354 2.497 FC L
434378 0 2 -0.3974 2.309 CH R
434378 0 1 0.0445 3.0435 FF R
518516 0 1 -1.1042 2.0303 FC L
518516 0 0 0.2008 2.3654 FF L
434378 0 0 0.3459 3.4853 FF R
518516 0 0 0.4069 3.3264 FF R
434378 0 0 0.3715 2.5498 SL R
434378 2 2 -0.5682 3.8575 FF R
434378 1 2 -0.6635 0.7961 CH R
434378 1 2 -0.5089 2.7915 FF R
518516 3 1 -0.2966 2.5525 FC R
434378 1 2 0.2923 3.1292 FF R
434378 1 2 0.5921 2.5859 SL R
518516 2 1 1.1 2.2128 FF R
518516 1 1 -1.6145 1.9009 FC R
434378 1 1 -0.6882 1.7616 SL R
518516 0 1 -0.9748 1.4198 CH R
434378 1 0 0.1743 1.9849 SL R
518516 0 0 -0.4331 2.3438 FF R
434378 0 0 -1.1386 2.0398 SL R
434378 0 1 0.2657 2.219 FF R
518516 0 0 -0.2943 2.811 FF R
518516 1 2 -0.6012 0.9904 CU R
434378 0 0 0.6819 1.8631 FF R
518516 1 1 -1.1841 2.0417 FF R
434378 1 1 -0.1794 3.6774 FF L
518516 0 1 -0.5743 3.9824 FF R
434378 0 1 1.2468 2.4906 CU L
518516 0 0 -0.3166 1.9106 FF R
434378 0 0 -0.43 2.6295 FF L
453286 2 0 0.2146 1.9043 FF L
453286 1 0 -0.8269 2.9894 FF L
453286 0 0 1.4007 1.9377 FF L
453286 3 2 0.8695 1.7435 FF R
453286 3 2 -0.6348 1.5213 SL R
453286 2 2 0.7498 1.5189 FF R
453286 2 1 1.3571 2.6536 FF R
453286 2 0 0.9538 2.8183 FF R
453286 1 0 1.0342 2.6996000000000002 FF R
453286 0 0 0.967 0.2989 SL R
453286 1 0 0.8832 2.051 FF R
453286 0 0 1.2237 1.7609 FF R
453286 0 2 0.5241 1.5812 SL L
453286 0 1 0.3375 3.4002 FF L
453286 0 0 -0.3007 2.7212 FF L
453286 1 2 0.6029 2.5829 FF R
453286 1 1 0.212 0.4628 SL R
453286 0 1 0.3408 -0.1701 SL R
453286 0 0 0.9156 2.9454 FF R
453286 0 0 1.8529 3.4307 FF L
453286 0 1 0.5122 2.2751 FC L
453286 0 0 0.5748 2.7619 FF L
453286 0 1 -0.2479 1.7412 CH R
453286 0 0 0.9779 2.1157 FF R
453286 0 0 -0.5182 3.2244 FF L
621107 2 2 1.1342 2.2363 SL R
621107 1 2 0.423 3.7557 FF R
621107 0 2 -1.3522 3.6798 FF R
621107 0 1 -1.5813 2.5488 FT R
621107 0 0 0.3653 1.7517 SL R
621107 0 0 0.0721 2.6281 FF L
621107 1 2 -1.0372 0.9422 CH L
621107 0 2 0.2757 3.9016 FF L
621107 0 1 0.228 3.3263 FF L
621107 0 0 -0.1192 1.8942 SL L
453286 2 1 -0.1035 2.2307 SL L
453286 1 1 0.8123 1.284 FF L
453286 1 0 0.8427 2.9315 FF L
453286 0 0 0.3537 0.559 FF L
453286 0 1 -0.216 2.2519 SL R
453286 0 0 0.4357 2.4372 FF R
453286 2 2 0.6253 1.2661 SL R
453286 1 2 -0.2718 0.2962 CH R
453286 1 1 0.7576 1.0233 CH R
453286 0 1 0.8094 1.5073 SL R
453286 0 0 -0.2409 2.887 FF R
621107 1 2 -0.1313 3.0406 FF R
621107 0 2 1.0418 1.4994 SL R
621107 0 1 0.6135 2.1885 SL R
621107 0 0 -1.9782 1.8034 FT R
621107 2 2 -0.5914 1.7547 FT L
621107 1 2 -1.3336 2.7137 SL L
621107 1 2 -0.7573 0.9814 CH L
621107 1 2 0.4505 3.3595 FF L
621107 1 1 -1.0267 2.2403 SL L
621107 0 1 1.3137 1.1406 SL L
621107 0 0 0.3227 3.4648 FF L
621107 2 1 -0.3541 1.6863 CH L
621107 2 0 0.0116 1.8912 FF L
621107 1 0 -1.4816 1.5277 CH L
621107 0 0 0.6547 3.5121000000000002 FF L
621107 1 2 0.1982 3.666 FF R
621107 0 2 2.1397 0.9245 SL R
621107 0 1 0.5373 2.1279 SL R
621107 0 0 -1.1928 2.902 FT R
453286 1 2 0.3532 3.0745 FF R
621107 0 0 -0.3061 2.6106 FT L
621107 1 2 0.3671 1.8004 SL R
453286 1 1 0.4616 2.7692 FF R
621107 0 2 0.6512 1.1639 SL R
453286 1 0 0.3927 1.9565 SL R
453286 0 0 0.6175 1.3023 SL R
621107 0 1 0.4572 2.3623 SL R
621107 0 0 -0.0563 1.9377 FF R
453286 0 2 0.6949 3.3288 FC R
621107 3 1 0.6058 2.2069 SL R
453286 0 1 0.0017 2.2877 FF R
621107 2 1 1.2491 1.2438 SL R
453286 0 0 0.4001 2.6835 FF R
621107 1 1 -0.9731 1.2365 FT R
453286 2 2 -0.2183 1.0388 CH L
621107 1 0 0.6153 1.9752 SL R
453286 2 2 0.5811 1.9442 FF L
621107 0 0 1.332 0.7657 SL R
453286 1 2 1.1311 2.305 FF L
453286 0 2 -0.1115 -0.003 CH L
453286 0 2 0.6744 1.7164 FC L
453286 0 1 -0.2684 2.111 CU L
453286 0 0 -0.9399 2.7602 CU L
621107 2 2 0.761 2.3328 FF L
621107 2 1 -0.3005 2.2359 CH L
621107 1 1 -1.4188 1.7752 CH L
621107 1 0 -0.6036 1.8592 FF L
621107 0 0 0.3728 1.5225 FT L
621107 3 2 -1.2741 2.2045 SL L
467100 1 1 -0.7498 2.3791 CH L
621107 2 2 -1.2874 1.2907 FF L
467100 0 1 0.9417 0.6812 CU L
467100 0 0 0.4981 1.7582 FT L
621107 2 2 -1.0426 2.9624 SL L
621107 2 2 -0.0236 1.3162 CH L
467100 3 2 -0.6118 0.5989 FT R
621107 2 1 -1.7223 1.9629 CH L
467100 2 2 0.6925 1.7001 FC R
453286 0 2 -0.4086 1.9531 FF L
467100 2 1 -0.8607 1.9659 FT R
621107 1 1 -1.9821 2.6698 SL L
621107 0 1 -1.3412 3.3438 FF L
453286 0 1 0.8504 2.3918 FF L
467100 2 0 -0.1838 3.2066 FF R
621107 0 0 -0.9087 1.3809 CH L
453286 0 0 0.5592 1.7768 SL L
467100 1 0 0.1482 1.0637 FT R
453286 1 2 0.9044 3.4574 FF R
467100 0 0 -1.3638 1.9421 FT R
621107 0 1 -0.9098 2.3146 FT R
621107 0 0 -1.1556 2.7988 SL R
453286 1 1 1.0782 2.3229 FF R
467100 3 2 -0.2035 1.2406 FT L
621107 2 2 -0.1833 2.4827 SL L
453286 0 1 0.827 1.7834 FF R
467100 2 2 1.2313 0.2027 CU L
621107 1 2 -1.9278 4.3695 FF L
467100 1 2 -2.025 2.9496000000000002 CH L
453286 0 0 -0.3613 2.508 SL R
467100 1 2 0.3459 3.8232 FF L
453286 2 2 -0.1877 2.158 FF L
621107 1 1 -1.1146 2.0829 CH L
621107 1 0 -0.7754 2.7715 SL L
467100 0 2 0.8045 0.6024 CU L
453286 1 2 0.4681 0.5954 CH L
621107 0 0 0.2958 1.3538 FT L
467100 0 1 -0.5457 2.4215 CU L
453286 1 2 0.6176 1.9989 FC L
453286 1 1 -1.1911 0.7512 CH L
467100 0 0 1.0764 -0.2867 CU L
453286 1 0 -1.0087 2.5759 CU L
467100 2 2 0.3283 2.2 FC R
453286 0 0 1.4908 1.6713 FF L
467100 2 2 0.1076 2.8514 FC R
453286 1 0 -0.0648 2.2417 FF L
467100 1 2 0.6573 0.1293 FT R
453286 0 0 0.6223 1.352 FF L
467100 0 2 1.8583 -0.7761 CU R
467100 0 1 0.545 1.5895 FT R
467100 0 0 -0.7439 3.4213 FC R
467100 0 0 -0.5686 2.7383 CH R
467100 2 2 -0.4354 2.2833 FT R
467100 2 2 -0.2902 2.3862 FC R
467100 1 2 1.272 0.8729 FC R
467100 1 1 -1.3832 2.0529 FT R
467100 0 1 -2.5545 2.5711 FT R
467100 0 0 0.6133 3.1764 FC R
467100 2 2 -0.4057 1.7852 FT L
467100 2 2 0.3465 2.6646 FC L
467100 2 1 -0.5086 2.764 CH L
467100 1 1 -1.5209 3.4707 FT L
453286 1 2 -0.5668 3.7977 FF R
467100 1 0 -0.6032 2.9479 FT L
453286 0 2 0.9354 0.5143 SL R
467100 0 0 -1.0089 1.6075 FT L
453286 0 1 0.4947 2.4244 FF R
467100 0 2 -0.2946 1.9548 FT L
621107 2 1 -0.3132 1.9007 FT L
621107 2 0 0.582 2.4902 CH L
453286 0 0 0.4352 2.9489 FF R
467100 0 1 -0.7727 2.0613 FT L
621107 1 0 -1.3168 1.4202 FC L
453286 1 2 0.495 0.9918 SL R
467100 0 0 -0.3631 3.3989 FF L
453286 1 1 0.8449 2.0924 SL R
621107 0 0 -1.1731 1.5196 CH L
621107 2 2 -0.2012 2.9334 FC R
453286 1 0 0.5747 2.3516 SL R
621107 1 2 -1.6443 1.2371 FT R
453286 0 0 1.6678 1.4981 FF R
621107 0 2 -0.2144 4.763 FF R
453286 2 2 -0.227 2.3329 SL R
621107 0 1 0.9591 2.1058 SL R
453286 1 2 0.7127 0.2927 SL R
621107 0 0 -0.6648 2.2636 CU R
453286 1 2 0.1399 2.3784 FF R
621107 1 2 -0.7704 2.5911 SL L
453286 1 1 0.1228 1.799 SL R
621107 1 1 -0.6701 2.0531 CH L
453286 1 0 -0.4162 2.3385 FF R
621107 0 1 0.5298 4.004 FF L
453286 0 0 0.938 1.0726 FF R
453286 1 2 -0.5661 1.3306 CH R
621107 0 0 -0.4497 1.7681 CU L
453286 0 2 0.3089 0.3915 CH R
453286 0 2 0.5209 2.8313 FF R
453286 0 1 -0.7208 3.3337 FF R
453286 0 0 -0.1402 2.6037 FF R
453286 3 2 0.6027 1.6708 FF L
453286 2 2 -1.0664 3.9954 FF L
453286 2 1 0.5785 2.6858 FC L
453286 1 1 -1.2741 1.7472 CH L
453286 0 1 1.3844 1.6224 FF L
453286 0 0 0.7737 2.8365 FF L
621107 0 2 0.4902 1.5286 SL R
467100 0 0 0.1006 2.6377 CH R
621107 0 1 0.6377 2.433 FF R
621107 0 0 0.2601 2.1 FF R
467100 2 1 -0.3559 3.6229 FF L
467100 2 0 0.3294 1.9437 FT L
621107 0 0 -0.1863 1.8955 SL R
467100 1 0 0.8975 1.887 CH L
621107 2 1 -0.378 1.9112 SL L
621107 1 1 -0.5031 0.5516 CH L
467100 0 0 0.1916 0.887 CU L
621107 0 1 -1.2071 1.7797 SL L
467100 2 2 0.1698 1.6498 FC R
621107 0 0 -1.03 2.25 FF L
467100 2 1 -0.5783 2.2461 FT R
467100 1 1 -1.6448 1.8415 FT R
621107 2 0 0.2232 2.0273 FT L
621107 1 0 -0.6388 1.1791 CH L
467100 1 0 0.2314 2.0028 FT R
621107 0 0 -1.9738 3.0298 CU L
467100 0 0 0.3696 1.5454 FT R
467100 3 2 -0.5152 3.457 FC L
467100 3 2 0.4382 1.3226 FT L
453286 0 0 0.2397 2.3878 FF L
467100 3 2 -1.1293 2.9244 FT L
621107 2 2 -0.30620000000000003 1.8834 SL R
621107 2 2 -0.0844 3.1185 FF R
453286 2 2 0.3952 1.6137 CH R
467100 3 2 0.6724 1.8872 FT L
453286 1 2 0.6274 1.0527 CH R
467100 2 2 1.383 1.5367 FT L
621107 2 2 -0.8537 3.2121 FF R
621107 2 2 0.7207 2.4399 SL R
453286 1 1 1.0379 2.1951 FF R
467100 2 2 -0.9188 1.8696 FF L
621107 1 2 1.0366 1.6382 SL R
453286 0 1 -1.7776 2.6522 FF R
467100 2 1 0.821 1.5048 CH L
621107 1 1 -0.3791 2.0525 FF R
453286 0 0 0.0295 2.2349 FF R
467100 2 0 -0.92 3.2494 FT L
453286 0 2 1.4748000000000001 0.2805 FC L
467100 1 0 1.7422 1.0662 FT L
621107 1 0 0.0049 2.1811 SL R
453286 0 2 -0.949 2.5473 FF L
467100 0 0 -1.3253 3.1655 CU L
621107 0 0 1.0897 0.9128 SL R
467100 2 2 -0.8725 1.9451 FT R
621107 0 0 -0.9716 1.7638 FT L
453286 0 1 0.2196 3.0544 FF L
453286 0 0 -0.3186 1.8845 FF L
467100 1 2 -0.2794 0.423 FT R
621107 1 1 -0.9461 1.3788 CH L
467100 0 2 0.7884 1.3845 FC R
621107 0 1 -0.1889 4.2452 FF L
621107 0 0 -1.1994 2.4442 CU L
467100 0 2 -0.3675 2.8945 FC R
467100 0 1 -0.9475 1.7204 FT R
621107 3 2 0.8203 1.8074 SL R
467100 0 0 0.4098 1.3929 FC R
621107 2 2 1.9163 1.217 SL R
621107 2 1 0.7533 2.2253 SL R
467100 0 0 -0.9684 3.0045 FT R
467100 2 2 0.7718 2.2607 FC R
621107 1 1 -1.4724 2.7861 FT R
621107 1 0 0.5979 2.7713 FC R
467100 2 1 -1.0172 1.7035 FT R
467100 1 1 -1.4576 2.0864 FF R
621107 0 0 -1.8689 1.5257 FT R
621107 2 1 -0.2822 2.7713 FF L
467100 0 1 -1.4899 1.3868 FT R
467100 0 0 0.3017 1.7247 FT R
621107 1 1 -1.2831 3.0047 FF L
621107 0 1 -0.4443 0.7863 SL L
467100 0 1 0.2 2.3723 FF L
467100 0 0 0.6826 2.0178 FF L
621107 0 0 -0.6472 2.3861 FF L
571578 2 1 -0.6679 2.0805 FF R
571578 2 0 -0.7495 2.4898 FF R
571578 1 0 -1.0398 0.9481 CH R
571578 0 0 0.9322 1.7566 CU R
571578 1 2 0.4176 2.1668 SL L
571578 1 1 -0.5493 0.9384 SL L
571578 0 1 -1.1023 -0.1322 SL L
571578 0 0 0.4281 1.869 SL L
571578 1 1 0.2983 2.4909 FF R
571578 1 0 0.1547 2.2649 SL R
571578 0 0 -0.021 1.0819 FT R
571578 2 1 -0.2816 2.1555 FT R
571578 2 0 0.4356 2.0515 SL R
571578 1 0 -0.2386 0.6131 CU R
571578 0 0 -1.4673 2.2858 FF R
571578 0 1 0.3121 2.5315 FF L
571578 0 0 -0.242 2.4937 FF L
571578 2 2 -0.344 0.7925 SL R
571578 2 2 -0.4143 2.5626 FF R
571578 2 1 -0.1251 3.6011 FF R
571578 1 1 -0.668 0.7235 SL R
571578 1 0 -0.7768 2.471 FF R
571578 0 0 -1.4573 0.292 SL R
571578 1 2 -1.1058 1.4474 SL L
571578 1 1 -0.3127 3.18 FF L
571578 1 0 -0.099 1.6059 SL L
571578 0 0 -0.973 1.3247 SL L
571578 3 1 -0.2943 3.0929 FT R
571578 2 1 -0.1975 4.1269 FF R
571578 1 1 1.0295 1.7806 CU R
571578 0 1 -1.1626 0.8677 SL R
571578 0 0 -0.3156 1.761 FT R
571578 0 0 0.3379 2.6777 CU R
608337 1 2 -0.9925 1.4047 CH R
608337 0 2 -1.6115 4.6338 FF R
608337 0 1 0.3535 1.8834 SL R
608337 0 0 0.3376 2.7606 FF R
608337 0 1 0.519 2.0931 FF R
608337 0 0 0.538 1.8646 FF R
645261 0 2 -0.4174 2.8752 FF L
645261 0 1 0.2081 2.891 FF L
645261 0 0 -0.1572 2.9297 FF L
645261 1 2 0.0917 2.0494 CH L
645261 1 2 -1.4092 1.9552 CH L
571578 1 0 0.1308 2.6572 CU R
645261 1 2 -0.0286 1.1041 CH L
571578 0 0 -1.0411 2.2613 FT R
571578 0 2 -0.1711 1.8001 SL L
645261 0 2 -0.4691 3.7264 FF L
571578 0 1 0.5564 2.5445 FT L
