pitcher balls strikes plate_x plate_z pitch_type stand
605400 1 2 0.7148 3.5457 FF R
544931 1 1 -1.9109 3.0542 CH L
518516 0 2 -1.283 1.3963 FC L
518516 0 1 0.8761 3.3882 CU L
605400 1 1 0.2994 2.7712 FF R
544931 0 1 1.1542 4.0321 FF L
544931 0 0 -0.3102 2.0493 CU L
518516 0 0 -0.8346 2.1805 FF L
605400 1 0 -0.7564 2.6071 KC R
605400 0 0 1.1005 2.3383 FF R
544931 1 2 -1.7026 1.868 CH R
544931 1 1 0.2408 1.6539 CU R
605400 3 2 -0.8737 2.2641 FF L
605400 3 2 0.5441 2.3573 KC L
544931 1 0 -0.3909 2.158 CU R
544931 0 0 0.0961 1.0974 FT R
605400 3 2 0.3153 1.612 CH L
544931 1 1 0.7407 2.1031 CU R
605400 2 2 1.0993 2.5974 FT L
544931 1 0 0.4967 2.2915 FT R
605400 1 2 0.1957 3.6573 FT L
518516 0 0 1.0532 2.2554 FF R
544931 0 0 0.785 1.2164 FT R
605400 1 1 0.2777 1.6042 KC L
545333 1 1 -0.6357 3.1649 FF R
605400 1 0 -0.0834 2.9328 FF L
518516 0 2 0.2794 0.9595 CU R
518516 0 1 0.7843 2.1379 CU R
545333 1 0 -0.3313 3.5294 SL R
605400 0 0 -1.2942 2.733 FF L
545333 0 0 -0.9479 4.2484 FF R
605400 3 2 0.2818 1.5368 FF L
518516 0 0 -0.9938 1.6435 CU R
518516 3 1 -0.5497 1.414 FC R
545333 0 1 0.6119 1.4903 KC L
605400 3 2 0.4307 1.4494 CH L
545333 0 0 -0.4422 3.1992 FF L
605400 3 1 0.2264 1.8273 CH L
518516 2 1 -0.8478 0.1328 CU R
518516 2 0 0.181 2.3121 FF R
605400 2 1 -1.1416 2.4666 FF L
545333 1 2 0.7523 2.712 FF L
545333 1 1 -0.2388 3.048 FF L
605400 1 1 0.4422 0.5736 CH L
518516 1 0 -1.1383 1.1778 FC R
545333 1 0 -0.1663 3.0667 FF L
518516 0 0 -0.1056 1.3833 FC R
605400 1 0 -0.975 2.7064 FF L
545333 0 0 -0.0377 3.9092 FF L
605400 0 0 -1.1845 1.8057 FF L
518516 0 0 -0.455 1.6939 FF L
543037 0 2 0.7799 1.8244 FF R
543037 0 1 1.3295 1.488 SL R
543037 0 0 0.7209 2.5927 SL R
543037 3 2 0.0167 3.465 FF R
543037 2 2 1.4528 0.7004 KC R
543037 2 1 -0.0267 1.6626 CH R
543037 1 1 -0.1577 3.9299 FT R
543037 1 0 0.3772 1.7554 KC R
543037 0 0 0.6756 1.023 KC R
543037 3 2 0.4885 2.1456 FF L
543037 2 2 -1.1876 3.4137 FF L
543037 2 1 -0.7607 2.8079 FF L
543037 1 1 0.108 3.6741 FF L
543037 1 0 0.2702 3.158 FF L
543037 0 0 -0.1045 0.8903 KC L
543037 1 2 0.2293 1.7976 SL L
593958 0 1 -1.1396 3.2691 FF R
593958 0 0 0.2789 3.3056 FF R
543037 0 2 -0.8414 0.2659 CH L
543037 0 1 -0.128 2.8958 KC L
593958 0 0 0.3257 2.6894 CH R
543037 0 0 0.1655 3.2867 FF L
593958 3 1 -1.0366 1.4559 FF L
593958 2 1 -0.4944 1.4853 FT L
543037 0 2 0.5543 1.8238 SL L
593958 2 0 -0.1532 1.8116 FF L
543037 0 1 0.3092 2.6574 SL L
593958 1 0 0.0421 1.1687 FT L
543037 0 0 0.1077 3.1566 KC L
593958 0 0 1.2112 2.0869 CH L
543037 2 2 0.2281 2.1063 FF L
543037 1 2 -0.349 0.2615 CH L
543037 1 1 0.2036 1.5559 FT L
543037 1 0 0.6885 1.7496 FT L
543037 0 0 -0.4155 1.0538 CH L
593958 0 2 1.1231 1.8628 CH R
593958 0 1 -0.9522 3.0884 FT R
593958 0 0 0.4679 1.8346 FF R
543037 0 1 0.3447 2.4261 SL R
593958 3 2 1.0847 1.6542 CH R
593958 2 2 -1.0227 -0.843 SL R
543037 0 0 1.2205 1.2461 SL R
543037 2 2 0.4572 1.4184 SL L
593958 2 2 1.2898 3.6096 FF R
543037 2 1 0.382 3.3356 FF L
593958 2 1 0.583 1.9085 CH R
593958 2 0 0.7945 3.1718 FF R
543037 2 0 0.5794 2.4703 FF L
543037 1 0 -1.2983 2.3313 CH L
593958 1 0 1.6807 5.3253 FF R
543037 0 0 0.4221 0.5785 CH L
593958 0 0 2.3118 3.5617 CH R
593958 0 1 0.44 1.5962 CH R
543037 3 2 -0.917 2.9155 SL R
543037 2 2 1.1715 1.5628 SL R
593958 0 0 -0.4682 2.7499 FF R
543037 2 1 -0.0669 2.5555 SL R
543037 2 0 0.3179 1.5778 FF R
543037 1 0 1.289 1.1148 SL R
543037 0 0 -0.0106 1.4404 CH R
543037 1 2 1.563 1.7733 SL R
543037 0 2 2.4386 1.5221 SL R
543037 0 1 -0.0302 3.1071 KC R
543037 0 0 0.5336 2.2969 FF R
543037 0 0 0.1524 2.3824 FF R
543037 0 2 0.0536 2.1964 FF L
543037 0 1 -0.4183 2.9948 FF L
543037 0 0 0.4541 2.2873 FF L
467100 0 1 -0.4308 2.7519 FT R
467100 0 0 -0.8984 2.8056 FT R
467100 3 2 -0.9465 4.0892 FT R
467100 2 2 -1.3305 3.901 CU R
467100 2 1 -0.9057 3.7903 FF R
467100 1 1 1.6319 0.1751 FC R
467100 0 1 0.1265 3.5079 CU R
506433 1 2 -0.2941 2.6697 FF R
467100 0 0 0.6047 2.3884 FC R
593958 0 1 0.8108 1.9137 CH L
467100 3 1 0.7681 0.7486 CH L
506433 1 2 0.0661 2.1767 FC R
506433 0 2 0.5735 0.9836 FF R
467100 2 1 -1.174 3.6152 FF L
593958 0 0 0.21560000000000001 2.4416 FF L
467100 1 1 0.1965 1.095 CH L
506433 0 1 0.4258 1.7502 FF R
593958 2 1 0.3307 3.0345 FF R
593958 2 0 0.2492 2.0379 FF R
467100 0 1 0.6937 1.0779 CH L
506433 0 0 -0.0761 1.3249 FT R
506433 0 2 -0.2144 2.4292 FF R
467100 0 0 0.2645 1.0951 CH L
593958 1 0 1.1543 2.404 CH R
467100 3 2 -1.4293 3.7177 FT R
593958 0 0 1.2059 3.0382 CH R
506433 0 1 -0.6003 1.8032 FT R
467100 2 2 2.1006 0.7809 FC R
506433 0 0 1.3355 2.1904 FC R
593958 1 1 -0.8884 2.6546 FT R
593958 1 0 -1.0759 2.2169 FF R
506433 1 1 0.3047 1.992 FF L
467100 2 1 -0.1106 1.8451 CH R
506433 0 1 1.2273 0.7296 FC L
467100 1 1 1.2531 1.705 CU R
593958 0 0 -1.1293 1.6884 FF R
593958 0 1 0.6822 2.239 CH R
467100 0 1 -1.5408 3.2151 CU R
506433 0 0 -0.0728 3.2411 FF L
543037 0 2 -0.0434 3.2419 FF L
543037 0 1 -0.4916 1.7683 CH L
593958 0 0 -0.1046 2.2306 FC R
467100 0 0 -0.652 3.3592 FT R
506433 0 1 -0.1365 2.1606 FC R
506433 0 0 0.3882 3.2098 FF R
543037 0 0 -0.028 2.1252 CH L
467100 1 1 -0.9719 2.4562 FT R
543037 1 2 -0.0488 2.8457 FF L
467100 0 1 -2.172 3.5568 FT R
467100 0 0 -1.1266 2.7873 FT R
543037 1 1 -0.1039 1.2488 SL L
543037 1 0 0.614 2.8325 KC L
467100 0 2 -0.3121 3.8119 FF L
467100 0 1 -0.5132 0.7821 CH L
543037 0 0 -0.2583 0.3671 FF L
543037 2 2 -0.2945 3.0385 FF L
467100 0 0 -0.0431 1.5758 CH L
467100 0 1 -0.2901 3.1485 CU L
543037 2 2 0.0324 2.372 FF L
543037 1 2 0.9867 1.4521 FT L
467100 0 0 -0.533 2.902 FF L
543037 0 2 0.3875 1.0846 CH L
543037 0 1 -0.5316 0.8955 KC L
543037 0 0 -0.4731 2.5555 KC L
543037 0 2 0.69 1.6957 SL R
543037 0 1 -0.0274 2.6236 SL R
543037 0 0 -0.5711 3.24 FF R
506433 1 2 -0.0454 2.02 FC R
506433 0 2 1.5448 0.5359 FF R
506433 0 1 0.5669 2.1106 FF R
506433 0 0 0.755 1.6532 SL R
506433 0 0 -0.8975 2.2448 FT R
506433 0 2 0.0708 2.064 FC R
593958 2 2 -0.122 3.0202 FT R
593958 2 1 0.4345 3.7289 FF R
506433 0 1 -1.2414 2.936 FT R
593958 1 1 0.1257 3.7402 FF R
506433 0 0 -0.3433 1.3115 FT R
506433 0 0 0.3291 2.305 FC L
593958 1 0 0.2796 2.3546 FF R
506433 1 1 2.0467 1.3953 FC L
593958 0 0 1.1338 2.9386 FC R
593958 2 2 -0.0173 3.102 FT L
506433 0 1 1.7964 0.0951 CU L
593958 1 2 0.8229 1.3989 CH L
506433 0 0 0.541 2.5855 FC L
467100 1 0 -0.79 2.8158 FF R
593958 1 1 0.7699 1.6856 CH L
593958 0 1 1.0449 1.3811 CH L
467100 0 0 0.555 3.3041 FF R
543037 0 1 -0.5663 1.4212 CH L
593958 0 0 0.1907 2.2302 CH L
467100 0 1 -0.3681 1.5308 CH L
467100 0 0 0.0236 2.8699 CH L
593958 3 2 -1.0794 2.0033 FT R
543037 0 0 -0.6405 3.2602 KC L
543037 0 1 0.1525 2.8722 FF R
593958 2 2 1.2272 3.0889 FC R
467100 0 1 0.6981 2.799 FC R
467100 0 0 0.8202 1.2559 CU R
543037 0 0 0.3111 3.1314 KC R
593958 1 2 0.5925 4.1014 FF R
593958 1 1 -0.007 3.7203 FF R
543037 0 1 0.2934 3.6122 FF R
593958 1 0 0.6269 2.5888 FC R
543037 0 0 0.5906 2.2809 FF R
593958 0 0 1.6244 2.3726 CH R
543037 2 2 0.2026 2.2205 SL R
593958 1 2 0.3079 3.4147 FT R
543037 2 1 -0.8562 3.1859 FF R
543037 1 1 0.9836 2.5725 FF R
593958 1 1 -0.4692 2.5139 FF R
543037 0 1 1.0818 2.8966 FF R
506433 3 2 0.4976 2.5558 FF R
593958 1 0 -0.7304 3.4324 FF R
543037 0 0 -0.0527 3.3544 FF R
593958 0 0 1.255 2.3175 CH R
506433 3 2 -0.2415 2.7166 SL R
506433 3 2 -0.4273 3.2441 FC R
506433 3 2 -1.0551 3.4729 FT R
506433 2 2 1.4986 2.5005 FC R
506433 1 2 1.5233 0.8106 CU R
506433 1 2 -0.2234 3.8576 FF R
506433 1 1 0.3432 3.4702 FF R
506433 1 0 0.276 3.3787 FF R
506433 0 0 0.0053 3.6429 FC R
467100 1 0 -0.8025 1.8983 FF R
506433 0 2 -0.188 2.3033 FF R
467100 0 0 0.2359 1.1781 FT R
506433 0 2 0.2955 1.9326 CU R
467100 0 1 0.2805 2.6206 CU L
467100 0 0 0.6916 2.0207 CH L
506433 0 1 0.4048 2.8785 FC R
506433 0 0 0.3428 2.4111 SL R
467100 1 0 -0.2078 1.915 FT R
506433 2 0 0.5695 2.8372 FC L
467100 0 0 0.6441 1.1959 CU R
506433 1 0 -0.536 4.037 FC L
506433 0 0 -0.6122 4.3402 FT L
593958 1 2 0.0416 1.417 SL R
593958 1 1 -0.2435 3.1615 FF R
593958 0 1 -0.9051 2.7988 FF R
593958 0 0 -0.8237 1.9334 FF R
593958 0 2 -0.3791 1.5589 SL L
593958 0 1 0.807 1.607 FF L
543037 2 2 0.3327 3.3808 FF L
543037 2 2 0.008 1.9527 KC L
593958 0 0 -0.6845 1.8788 FF L
543037 1 2 -0.751 3.561 FF L
593958 1 2 -0.1937 2.7331 FF R
593958 0 2 -1.0609 2.272 FF R
543037 1 1 -0.3333 3.0039 FF L
543037 1 0 -0.0816 2.5828 FF L
593958 0 1 1.609 2.3128 CH R
467100 1 1 -1.8076 3.3879 FT R
543037 0 0 0.0423 3.8599 FF L
593958 0 0 0.7234 1.6156 FF R
467100 1 0 -0.3672 1.4325 CH R
467100 0 0 -1.5011 4.2657 FF R
593958 0 0 0.3017 3.0582 FF R
543037 1 0 -0.2927 2.8321 FF L
543037 0 0 1.8692 1.799 KC L
467100 3 2 2.4314 1.0092 FC R
543037 3 2 0.1778 1.8595 FF L
467100 2 2 0.5 1.288 CH R
543037 3 2 -0.6279 2.8171 FF L
467100 2 1 1.1675 2.1617 FC R
506433 3 2 0.5038 2.1817 FC R
543037 2 2 -1.7157 2.6401 FF L
467100 1 1 -1.3486 3.5864 CU R
506433 3 2 -0.8596 2.3007 CU R
543037 2 2 0.006 2.1815 FF L
467100 1 0 -0.4056 2.5293 CH R
506433 3 2 -0.1901 3.1324 FC R
543037 1 2 1.1799 0.2297 SL L
506433 3 2 -1.0941 2.2092 FT R
467100 0 0 -0.9406 3.9434 CU R
467100 1 2 0.1515 3.3158 FF L
543037 1 1 0.4083 1.3005 KC L
506433 3 1 -0.2095 2.6943 FC R
543037 1 0 -0.4082 2.9739 KC L
506433 2 1 1.237 2.6054 FC R
467100 1 2 0.3861 3.3247 FF L
543037 0 0 -1.3994 3.1952 FF L
506433 1 1 -0.0176 0.7577 FT R
467100 1 1 0.1304 2.1597 CU L
543037 0 0 0.5345 2.111 FF L
506433 0 1 1.1098 1.0473 FF R
467100 0 1 -1.4952 3.6907 CU L
506433 0 0 -1.1739 2.528 FT R
467100 0 0 0.5044 3.0455 FT L
467100 1 1 0.016 2.3054 CH L
506433 0 0 -0.2679 2.3793 FC R
506433 0 1 -0.6875 2.013 FT R
467100 0 1 -1.0123 3.0213 CU L
506433 0 0 0.4509 1.8975 FT R
467100 0 0 0.904 2.3368 CU L
593958 3 2 0.046 1.8392 FF R
593958 3 2 -0.021 2.497 FC R
593958 2 2 -0.9288 1.3224 FF R
593958 2 1 0.246 2.1262 FF R
593958 1 1 2.0755 4.3611 CH R
593958 1 0 0.0069 1.631 FC R
593958 0 0 0.9751 2.337 FF R
593958 2 1 0.484 2.6393 CH R
593958 1 1 -1.118 2.4343 FF R
593958 0 1 0.1563 0.567 FT R
593958 0 0 0.7495 2.9272 FF R
593958 0 2 0.6803 2.0158 CH L
593958 0 1 1.0843 2.2759 FT L
506433 2 2 -1.1072 2.4655 FT R
593958 0 0 -0.5918 2.3559 FF L
467100 0 0 -0.8738 2.872 FT R
506433 1 2 2.0017 1.2656 CU R
467100 1 2 0.3661 2.376 CU L
506433 1 2 -1.2541 1.4296 FT R
543037 2 2 0.6844 2.1925 SL R
506433 1 1 0.5934 2.7581 FC R
467100 1 1 0.2642 2.2944 FF L
467100 1 0 -0.0464 2.6636 FT L
506433 0 1 1.0245 3.1954 FF R
543037 1 2 -0.0178 4.4905 FF R
543037 1 2 -0.464 3.3673 FF R
467100 0 0 -1.4918 2.8873 CH L
506433 0 0 0.2908 3.0874 FF R
506433 1 1 2.1253 0.6859 FC L
467100 1 2 0.242 2.0946 CU R
543037 0 2 -0.8381 4.1832 FF R
543037 0 1 -0.0459 2.9506 FF R
506433 1 0 0.5587 1.9666 FC L
467100 1 2 0.6771 1.5094 FC R
506433 0 0 0.9361 3.7254 FC L
467100 0 2 1.5147 1.1024 FC R
543037 0 0 -0.63 2.4085 KC R
506433 0 2 -0.3908 2.7486 CU L
467100 0 1 0.7278 1.788 FC R
543037 3 1 -1.024 1.9365 FF L
467100 0 0 -0.0038 2.4108 CU R
543037 2 1 0.545 1.0029 KC L
506433 0 1 0.5885 2.6939 FC L
506433 0 0 0.5005 2.3205 FC L
467100 3 1 1.08 1.3857 FC R
543037 1 1 1.3756 3.0954 FF L
543037 1 0 0.5157 3.2797 FF L
506433 0 2 0.8235 0.3111 CU R
467100 3 0 -0.7734 2.2724 FT R
506433 0 1 0.1826 2.1669 FF R
543037 0 0 -1.2635 2.4634 FF L
467100 2 0 1.8282 0.5384 FC R
543037 1 2 0.2832 2.6925 SL R
467100 1 0 -0.2475 1.0669 FT R
506433 0 0 0.6014 2.0499 FF R
543037 0 2 0.9515 0.5726 SL R
467100 0 0 1.4637 1.7925 FC R
543037 0 1 0.4751 1.9697 FF R
467100 1 1 0.3732 2.7292 FF L
467100 1 0 -0.336 2.2075 FT L
543037 0 0 -0.1767 2.6523 SL R
543037 0 1 -0.1862 2.6885 SL R
467100 0 0 1.5937 1.689 CH L
543037 0 0 0.1795 2.4015 FF R
467100 2 2 -1.0904 3.0582 FT R
593958 3 2 0.8942 1.6871 CH R
467100 1 2 -2.1055 2.6437 FT R
593958 2 2 -1.1919 2.3478 FT R
467100 1 1 -1.3869 2.0306 FT R
593958 2 2 -0.085 2.3425 FT R
467100 0 1 -1.1239 2.2545 FC R
593958 2 2 1.2982 2.8033 CH R
467100 0 0 0.5418 1.4916 FC R
467100 2 2 -0.0081 1.7373 FT R
593958 1 2 1.9791 3.0721 CH R
593958 0 2 -1.5289 3.4964 FF R
467100 1 2 1.5869 0.5565 FC R
467100 1 1 1.5071 2.3435 FC R
593958 0 1 0.7127 2.7148 FT R
593958 0 0 0.204 2.8227 FF R
467100 0 1 -3.1468 4.4953 CU R
467100 0 0 -1.2354 3.1954 FT R
506433 0 1 0.5023 1.4382 FC R
593958 3 1 -0.1836 2.4156 FC R
593958 3 0 0.2402 2.9107 CH R
506433 0 0 1.053 0.6322 CU R
593958 2 0 0.0713 0.8371 CH R
506433 3 2 -0.4904 2.8938 FC L
506433 2 2 0.871 1.2602 FT L
593958 1 0 1.0188 2.3818 CH R
593958 0 0 -1.4405 3.3945 FF R
506433 2 1 0.6289 1.6541 FC L
506433 1 1 -0.8437 2.4368 FC L
593958 0 0 -0.5872 3.1508 FF R
593958 3 2 -1.4115 2.3757 FF L
506433 0 1 1.663 1.5269 FC L
593958 3 2 -0.2355 3.3103 FF L
506433 0 0 0.2825 1.9834 FF L
593958 2 2 -2.3697 2.5557 FC L
506433 3 2 0.7656 2.6525 FC R
506433 3 1 -0.8871 2.2881 FF R
593958 2 2 -0.3979 3.1611 FT L
593958 2 1 -0.1978 2.3304 FT L
506433 2 1 -2.0996 3.6166 FC R
593958 2 0 0.3594 3.0697 FF L
506433 1 1 0.3338 0.9861 FF R
593958 1 0 -1.694 2.054 FF L
506433 1 0 -0.5434 3.122 FT R
593958 0 0 -1.2311 2.4 FF L
506433 0 0 0.9954 1.6122 FF R
458681 0 2 0.4808 3.5302 FF R
458681 0 1 -1.0375 1.7074 FT R
458681 0 0 -3e-4 3.0353 FF R
458681 1 1 0.0968 2.9229 FF L
656427 3 2 -0.043 1.4773 FT R
458681 1 0 -0.7989 1.9928 FT L
458681 0 0 -0.603 4.1179 FC L
656427 2 2 1.6009 0.9948 SL R
458681 2 2 -0.2726 3.2453 FC R
656427 1 2 1.641 1.2665 SL R
458681 1 2 1.6498 -0.0813 CU R
656427 0 2 2.6737 -0.4295 SL R
656427 0 1 -1.2359 2.4553 FT R
458681 1 1 0.5536 3.3358 FF R
458681 1 0 0.075 1.4684 FC R
656427 0 0 0.1048 2.822 FF R
458681 0 0 0.626 3.2864 FT R
458681 1 2 -0.4586 1.6691 FT L
458681 1 2 -0.1676 3.6575 FF L
656427 1 0 -0.5824 4.6837 FF L
458681 1 1 0.2392 3.3065 FF L
656427 0 0 -0.3267 4.2007 FF L
656427 1 2 -0.4602 3.974 FF L
458681 0 1 -1.2474 1.1758 FT L
458681 0 0 -0.935 1.7584 FT L
656427 1 1 0.4177 1.0357 SL L
656427 1 0 0.8913 1.8383 SL L
458681 1 2 1.5994 1.9744 FC R
458681 1 2 0.1745 2.8055 FF R
656427 0 0 1.353 0.379 SL L
458681 1 1 -0.8212 3.5557 FF R
656427 1 0 0.2952 3.4093 FF L
458681 0 1 -0.6263 3.2336 CU R
656427 0 0 0.3388 4.3952 FF L
458681 0 0 -0.3544 3.2827 FF R
656427 1 1 -0.6583 2.7377 FT R
656427 0 1 -1.2177 3.2631 FT R
656427 0 0 -0.1977 3.2004 FF R
458681 1 2 -0.112 3.2477 FF L
458681 1 2 -1.1088 2.3246000000000002 CU L
458681 1 2 -0.4666 2.6109 FF L
458681 1 2 0.8316 1.9538 FC L
458681 1 1 -0.0799 3.7674 FC L
656427 0 0 -0.4372 2.6079 FF L
458681 1 0 -0.9321 2.653 FF L
656427 0 2 0.6959 0.9192 KC L
656427 0 1 0.2235 2.9373 FF L
458681 0 0 2.2021 -2.0354 CU L
458681 0 1 -0.3575 1.5204 CH L
656427 0 0 -0.473 2.9236 SL L
458681 0 0 1.2227 1.5789 CU L
656427 3 2 0.2103 2.4309 FF R
458681 0 1 0.2802 1.7208 FF L
656427 3 2 -0.3939 2.8012 FF R
458681 0 0 0.412 3.02 FF L
656427 3 1 -0.4353 2.9297 FF R
656427 3 0 0.9522 2.218 FF R
458681 3 2 -0.7636 1.5015 FF L
458681 3 2 0.1768 2.6188 FF L
656427 2 0 -0.6183 3.7259 FF R
458681 2 2 0.2778 1.0852 FF L
656427 1 0 -1.1865 3.3831 FF R
656427 0 0 -0.2495 0.4918 SL R
458681 1 2 1.2821 1.3866 FC L
458681 0 2 1.5045 1.4962 FC L
458681 0 1 0.6045 3.0924 FC L
458681 0 0 0.0408 3.5933 FF L
458681 0 0 -0.4134 2.6428 FC R
458681 3 2 -0.9623 2.89 FT L
458681 3 2 -0.4228 2.0537 FF L
458681 3 2 0.0027 2.8621 FF L
458681 2 2 -1.2811 1.5226 FF L
458681 1 2 1.5638 1.4088 FT L
458681 0 2 0.8428 1.1868 FF L
458681 0 1 -0.529 2.8693 FC L
458681 0 0 0.5918 3.2408 FC L
458681 0 1 -0.0353 2.5318 FF R
458681 0 0 -0.552 3.7594 FF R
656427 3 2 -0.4616 1.9503 SL R
656427 3 2 -0.8037 1.8277 SL R
656427 2 2 1.9148 0.4158 SL R
656427 2 2 -0.2975 3.2781 FF R
656427 1 2 0.6598 4.2664 FF R
656427 1 1 0.1806 2.6862 FF R
656427 0 1 0.6364 1.3726 SL R
656427 0 0 0.4591 1.9652 FF R
656427 2 1 0.6105 2.9211 FF R
656427 1 1 1.1124 1.1625 SL R
656427 0 1 0.7576 1.2141 SL R
656427 0 0 0.1817 2.5357 SL R
656427 1 1 0.4944 2.3106 KC L
656427 0 1 -1.6398 5.4646 FF L
656427 0 0 -0.5935 1.9233 FF L
656427 0 2 -0.6173 4.0467 FF L
458681 2 2 -0.3092 3.0739 FT L
656427 0 1 0.6561 1.1295 SL L
458681 2 1 0.1065 2.6178 FF L
656427 0 0 -0.6721 3.5544 FF L
458681 1 1 -0.0238 3.4662 FF L
458681 0 1 1.1095 2.5958 FF L
458681 0 0 0.5537 0.0291 CU L
458681 0 2 0.8028 2.9728 FF R
458681 0 1 0.5289 2.8635 FF R
458681 0 0 0.6535 2.9607 FF R
458681 3 2 0.3706 2.1872 FF L
458681 2 2 1.028 2.562 FT L
458681 2 1 -0.5654 1.5129 FT L
656427 3 1 0.3646 2.3009 SL L
458681 2 0 -0.0919 2.0047 FF L
656427 2 1 1.1329 1.5466 SL L
458681 1 0 -1.5954 2.1538 FT L
656427 1 1 -1.1397 1.549 FF L
458681 0 0 -0.3508 1.1843 FT L
656427 1 0 -0.1055 1.9827 FT L
656427 0 0 -1.4999 2.1138 FT L
656427 0 2 -0.9618 2.2336 FT R
656427 0 1 -1.0857 3.636 FF R
656427 0 0 -0.5333 1.8921 FT R
656427 3 1 0.3481 3.9603 FF L
656427 2 1 -1.54 2.4937 FT L
656427 1 1 -1.0781 2.5612 SL L
656427 0 1 -0.2144 1.3312 FF L
656427 0 0 -0.6986 2.2399 KC L
656427 1 1 0.0644 1.5196 FF L
656427 1 0 0.0081 1.3708 KC L
458681 3 2 0.2559 2.2948 FT L
458681 3 2 -1.3367 2.9397 FF L
656427 0 0 -0.0584 0.6389 KC L
656427 1 2 -0.4809 1.8438 SL R
458681 3 1 -0.7865 2.0095 FT L
458681 2 1 -0.8677 3.2287 FF L
656427 1 1 0.0197 2.768 SL R
656427 1 0 0.1942 1.4407 FF R
458681 1 1 -1.482 2.7865 CH L
458681 0 1 1.4509 2.6132 FC L
656427 0 0 0.8973 1.9018 FF R
656427 3 2 -0.6023 2.6321 FF R
458681 0 0 -0.13 2.3011 FF L
458681 2 2 0.8374 2.8777 FF L
656427 3 2 0.0701 2.6015 FF R
656427 2 2 -0.2577 3.3076 FF R
458681 1 2 1.5473 1.1644 FC L
458681 0 2 -0.2603 4.3547 FF L
656427 2 1 0.5025 1.839 SL R
458681 0 1 0.8638 1.125 FC L
656427 1 1 -0.4622 3.3675 FF R
458681 0 0 -0.0986 2.9513 FF L
656427 1 0 -0.2294 2.5767 SL R
656427 0 0 0.784 0.0383 SL R
458681 1 1 0.3591 2.1092 CU L
458681 1 0 -0.5108 2.5301 FF L
458681 0 0 0.3907 3.5302 FF L
458681 2 2 0.5789 1.4314 FC R
458681 2 1 1.2292 2.1131 FF R
458681 1 1 0.4845 3.3638 FF R
656427 0 2 0.4185 2.2282 FF R
458681 1 0 -0.478 2.7329 FF R
656427 0 1 0.7311 2.1799 FF R
458681 0 0 1.0086 1.4349 FF R
656427 0 0 0.1036 3.5034 FF R
458681 0 0 0.5404 2.3002 FF L
656427 3 1 -0.7736 3.6531 KC L
458681 0 1 -0.2528 2.6084 FT R
656427 2 1 -0.9252 2.24 FF L
656427 2 0 0.5866 1.2343 KC L
458681 0 0 -0.0895 3.3082 FF R
656427 1 0 -1.0811 2.6834 FT L
656427 0 0 -1.0045 2.7585 FF L
656427 0 0 0.105 2.6127 FF L
656427 2 2 0.8463 1.9424 FF L
656427 2 2 0.8105 2.8491 FF L
656427 2 1 -0.6385 3.0008 FT L
656427 1 1 0.3512 5.0611 FF L
656427 0 1 -1.0654 2.5073 FF L
656427 0 0 0.1218 2.1961 SL L
458681 3 2 0.4292 1.9941 FF L
458681 2 2 1.1603 1.9032 FC L
458681 1 2 0.3313 3.5373 FF L
458681 1 1 -0.0308 2.3403 FC L
458681 1 0 -0.5283 2.9456 FF L
458681 0 0 -0.8397 2.977 FF L
458681 1 2 0.5694 3.3435 FF R
458681 1 1 0.6128 2.105 FC R
458681 0 1 1.689 1.306 FC R
458681 0 0 0.3741 2.4052 FF R
656427 3 2 -0.8185 2.1895 FF R
458681 1 1 0.0757 2.009 FF L
656427 2 2 1.0434 0.6177 SL R
458681 0 1 1.0355 2.3173 FF L
656427 1 2 -1.0511 1.7921 FF R
458681 0 0 -0.5075 3.1679 FF L
656427 1 1 0.1622 2.1109 FT R
458681 1 2 -1.4288 2.2379 CU L
656427 0 1 1.2431 1.7047 FF R
656427 0 0 0.2233 2.186 FF R
458681 1 2 1.099 2.9759 FF L
656427 0 1 -0.2748 2.8832 FF L
458681 1 1 -0.9285 3.1512 FF L
458681 1 0 -0.8886 1.956 FF L
656427 0 0 -0.6414 1.7064 KC L
656427 2 2 0.6095 0.7787 SL L
458681 0 0 -1.262 2.2948 FF L
458681 1 0 0.6697 3.3497 FF L
656427 1 2 -1.3062 2.9821 KC L
656427 1 1 -0.7485 3.0329 FF L
458681 0 0 0.6436 3.4833 FF L
458681 1 0 -0.7627 2.2675 FT L
656427 1 0 0.3982 2.4794 FF L
656427 0 0 -1.7278 3.1717 FF L
458681 0 0 -1.1465 2.2994 FF L
621107 2 2 0.2311 0.4547 CU L
621107 1 2 -1.6864 2.0968 CH L
621107 0 2 0.2778 0.0014 CU L
621107 0 1 -0.1474 3.6077 FF L
621107 0 0 -0.6607 1.203 CU L
608337 1 0 0.4211 1.9333 FF R
621107 1 1 -0.9003 1.827 CU L
621107 1 0 -0.8196 3.0907 FF L
608337 0 0 0.2719 0.8 SL R
621107 0 0 0.9323 3.3938 FF L
608337 1 1 -0.2101 2.2225 FF L
621107 0 0 0.0488 2.9121 FF L
608337 1 0 -0.4655 2.0256 FF L
608337 0 0 1.2893 2.9384 FF L
621107 0 1 0.2596 1.6488 CU R
608337 2 2 -0.438 2.2491 FF R
621107 0 0 -0.116 1.3731 FT R
608337 2 2 -0.3154 1.5078 CH R
608337 2 2 -0.5822 2.8392 FF R
608337 2 2 0.0541 3.2639 FF R
608337 1 2 -0.2704 4.0585 FF R
