Num HR HRyr HRgm Date BatTeam HomeAway DefTeam Pitcher Score Inn Out RoB RBI BOP Pos WPA bWE "Play Description" Player Birthdate Age
357 357 9 2 2002-05-18 CHW NA ANA "Ramon Ortiz" "ahead 3-1" "b 4" 0 --- 1 5 DH 0.074 85% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 33.973990417522245
358 358 10 1 2002-05-24 CHW NA DET "Steve Sparks" "ahead 5-1" "b 5" 0 12- 3 5 DH 0.037 99% "Home Run (Fly Ball to LF-CF); Ordonez Scores; Konerko Scores" Thomas 05-27-1968 33.99041752224504
359 359 11 1 2002-05-27 CHW NA NYY "Sterling Hitchcock" "behind 2-10" "b 8" 2 -2- 2 5 DH 0.003 0% "Home Run (Fly Ball to Deep LF); Durham Scores" Thomas 05-27-1968 33.998631074606436
360 360 12 1 2002-06-07 CHW NA MON "Scott Stewart" "behind 2-4" "b 8" 2 --- 1 3 DH 0.108 21% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.02874743326489
361 361 13 1 2002-06-11 CHW NA NYM "Jeff DAmico" "behind 0-2" "b 3" 2 1-3 3 3 DH 0.292 63% "Home Run (Fly Ball to Deep LF); Johnson Scores; Lofton Scores" Thomas 05-27-1968 34.039698836413415
362 362 14 1 2002-06-29 CHW NA CHC "Mark Prior" "behind 2-3" "b 5" 0 1-- 2 3 DH 0.227 70% "Home Run (Fly Ball to Deep LF); Durham Scores" Thomas 05-27-1968 34.08898015058179
363 363 15 1 2002-07-22 CHW NA MIN "Tony Fiore" "behind 3-11" "b 6" 1 --- 1 6 DH 0.007 1% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 34.15195071868583
364 364 16 1 2002-07-23 CHW NA MIN "Johan Santana" "ahead 3-1" "b 4" 0 1-- 2 6 DH 0.103 91% "Home Run (Fly Ball to Deep LF); Konerko Scores" Thomas 05-27-1968 34.15468856947297
365 365 17 1 2002-07-24 CHW NA MIN "Kyle Lohse" "behind 0-8" "b 6" 0 --- 1 6 DH 0.009 2% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.157426420260094
366 366 18 1 2002-08-07 CHW NA ANA "Kevin Appier" "behind 2-6" "b 6" 0 -2- 2 6 DH 0.116 27% "Home Run (Fly Ball to Deep LF); Konerko Scores" Thomas 05-27-1968 34.195756331279945
367 367 19 1 2002-08-08 CHW NA ANA "Aaron Sele" "behind 0-2" "b 2" 0 1-- 2 6 DH 0.163 55% "Home Run (Fly Ball to Deep LF); Konerko Scores" Thomas 05-27-1968 34.19849418206708
368 368 20 1 2002-08-14 CHW @ TEX "Ismael Valdez" "behind 3-8" "t 5" 2 -23 3 5 DH 0.134 21% "Home Run (Fly Ball to LF-CF); Lee Scores; Ordonez Scores" Thomas 05-27-1968 34.21492128678987
369 369 21 1 2002-08-24 CHW NA TBD "Paul Wilson" "ahead 4-2" "b 7" 2 --- 1 3 DH 0.065 93% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.24229979466119
370 370 22 1 2002-08-26 CHW NA TOR "Mike Smith" "behind 3-6" "b 3" 1 --- 1 3 DH 0.088 31% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.247775496235455
371 371 23 1 2002-09-06 CHW NA CLE "David Riske" "behind 4-9" "b 9" 2 12- 3 3 DH 0.011 2% "Home Run (Fly Ball to Deep LF); Crede Scores; Valentin Scores" Thomas 05-27-1968 34.27789185489391
372 372 24 1 2002-09-08 CHW NA CLE "Danys Báez" "behind 3-6" "b 9" 2 1-3 3 3 DH 0.49 54% "Home Run (Fly Ball to Deep LF); Valentin Scores; Rowand Scores" Thomas 05-27-1968 34.28336755646817
373 373 25 1 2002-09-17 CHW NA KCR "Shawn Sedlacek" "ahead 2-1" "b 7" 1 --- 1 3 DH 0.107 87% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.30800821355236
374 374 26 1 2002-09-18 CHW NA KCR "Jeff Suppan" "ahead 2-1" "b 7" 1 --- 1 3 DH 0.107 87% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.31074606433949
375 375 27 1 2002-09-22 CHW NA MIN "Joe Mays" "tied 0-0" "b 1" 1 -2- 2 3 DH 0.145 71% "Home Run (Fly Ball to Deep CF); Jimenez Scores" Thomas 05-27-1968 34.32169746748802
376 376 28 1 2002-09-24 CHW NA BOS "Casey Fossum" "tied 0-0" "b 1" 2 --- 1 3 DH 0.098 61% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.327173169062284
377 377 1 1 2003-04-05 CHW NA DET "Mike Maroth" "ahead 3-0" "b 5" 1 --- 1 3 DH 0.052 92% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.85557837097878
378 378 2 1 2003-04-15 CHW NA KCR "Albie Lopez" "tied 4-4" "b 8" 0 --- 1 3 DH 0.248 86% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 34.8829568788501
379 379 3 1 2003-04-22 CHW @ BAL "Sidney Ponson" "tied 0-0" "t 1" 2 --- 1 3 DH 0.097 56% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 34.902121834360024
380 380 4 1 2003-04-25 CHW NA MIN "Joe Mays" "behind 0-3" "b 7" 0 --- 1 3 DH 0.095 24% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 34.91033538672142
381 381 5 1 2003-04-26 CHW NA MIN "Kyle Lohse" "tied 1-1" "b 4" 0 --- 1 3 DH 0.119 68% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 34.913073237508556
382 382 6 1 2003-05-08 CHW @ OAK "Keith Foulke" "behind 4-8" "t 9" 0 --- 1 2 DH 0.02 4% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 34.945927446954144
383 383 7 1 2003-05-11 CHW @ SEA "Jamie Moyer" "behind 1-5" "t 6" 1 --- 1 3 DH 0.048 11% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 34.954140999315534
384 384 8 1 2003-05-14 CHW NA BAL "Rick Helling" "tied 0-0" "b 1" 2 --- 1 3 DH 0.097 61% "Home Run (Line Drive to Deep CF)" Thomas 05-27-1968 34.96235455167693
385 385 9 1 2003-05-15 CHW NA BAL "Sidney Ponson" "behind 1-2" "b 3" 2 --- 1 3 DH 0.116 51% "Home Run (Line Drive to LF-CF)" Thomas 05-27-1968 34.965092402464066
386 386 10 1 2003-05-30 CHW @ CLE "CC Sabathia" "tied 0-0" "t 1" 1 1-- 2 3 3 0.165 67% "Home Run (Fly Ball to Deep LF); Jimenez Scores" Thomas 05-27-1968 35.006160164271044
387 387 11 1 2003-06-05 CHW @ ARI "Elmer Dessens" "behind 0-1" "t 6" 0 --- 1 3 3 0.151 50% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 35.02258726899384
388 388 12 1 2003-06-07 CHW @ LAD "Wilson Alvarez" "ahead 2-0" "t 7" 2 --- 1 3 3 0.088 88% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.0280629705681
389 389 13 1 2003-06-08 CHW @ LAD "Odalis Perez" "ahead 5-2" "t 5" 1 --3 2 3 3 0.064 94% "Home Run (Line Drive to Deep LF); Graffanino Scores" Thomas 05-27-1968 35.030800821355236
390 390 14 1 2003-06-12 CHW NA SFG "Kirk Rueter" "tied 0-0" "b 1" 1 1-- 2 3 3 0.158 71% "Home Run (Line Drive to Deep CF); Graffanino Scores" Thomas 05-27-1968 35.04175222450377
391 391 15 1 2003-06-13 CHW NA SDP "Scott Linebrink" "ahead 4-3" "b 8" 1 --- 1 3 3 0.082 93% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.044490075290895
392 392 16 1 2003-06-14 CHW NA SDP "Jay Witasick" "behind 4-5" "b 8" 1 1-- 2 3 3 0.517 85% "Home Run (Fly Ball to Deep LF); Graffanino Scores" Thomas 05-27-1968 35.04722792607803
393 393 17 1 2003-06-27 CHW NA CHC "Matt Clement" "behind 0-1" "b 6" 2 --- 1 3 3 0.181 52% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.082819986310746
394 394 18 1 2003-07-01 CHW NA MIN "Brad Radke" "tied 0-0" "b 1" 1 -2- 2 3 DH 0.143 71% "Home Run (Fly Ball to Deep LF); Harris Scores" Thomas 05-27-1968 35.09377138945928
395 395 19 1 2003-07-02 CHW NA MIN "Kyle Lohse" "behind 0-4" "b 3" 2 1-- 2 3 DH 0.14 29% "Home Run (Fly Ball to Deep CF); Valentin Scores" Thomas 05-27-1968 35.096509240246405
396 396 20 2 2003-07-02 CHW NA MIN "Eddie Guardado" "tied 6-6" "b 12" 2 1-- 2 3 DH 0.431 100% "Home Run (Fly Ball to Deep LF); Alomar Scores" Thomas 05-27-1968 35.096509240246405
397 397 21 1 2003-07-20 CHW NA DET "Wil Ledezma" "ahead 1-0" "b 1" 1 --- 1 3 DH 0.087 71% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 35.14579055441479
398 398 22 2 2003-07-20 CHW NA DET "Wil Ledezma" "ahead 2-0" "b 3" 0 --- 1 3 DH 0.074 83% "Home Run (Line Drive to LF-CF)" Thomas 05-27-1968 35.14579055441479
399 399 23 1 2003-07-22 CHW NA CLE "Jason Davis" "tied 0-0" "b 1" 1 1-- 2 3 DH 0.158 71% "Home Run (Fly Ball to Deep LF); Valentin Scores" Thomas 05-27-1968 35.15126625598905
400 400 24 1 2003-07-25 CHW NA TBD "Jorge Sosa" "ahead 6-0" "b 5" 2 --- 1 3 DH 0.013 98% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 35.15947980835045
401 401 25 1 2003-07-27 CHW NA TBD "Joe Kennedy" "ahead 4-1" "b 5" 1 1-- 2 3 DH 0.075 95% "Home Run (Fly Ball to Deep LF); Rowand Scores" Thomas 05-27-1968 35.16495550992471
402 402 26 1 2003-08-04 CHW NA KCR "Nate Field" "behind 7-10" "b 6" 1 --- 1 3 DH 0.091 24% "Home Run (Line Drive to LF-CF)" Thomas 05-27-1968 35.186858316221766
403 403 27 1 2003-08-05 CHW NA KCR "Kyle Snyder" "ahead 3-1" "b 2" 2 1-- 2 3 DH 0.133 85% "Home Run (Fly Ball to Deep CF); Lee Scores" Thomas 05-27-1968 35.1895961670089
404 404 28 1 2003-08-11 CHW @ ANA "Troy Percival" "behind 4-10" "t 9" 0 1-- 2 3 DH 0.01 2% "Home Run (Fly Ball to Deep CF); Lee Scores" Thomas 05-27-1968 35.20602327173169
405 405 29 1 2003-08-18 CHW NA ANA "Jarrod Washburn" "behind 0-2" "b 7" 0 1-- 2 3 DH 0.289 59% "Home Run (Line Drive to Deep CF); Alomar Scores" Thomas 05-27-1968 35.22518822724162
406 406 30 2 2003-08-18 CHW NA ANA "Jarrod Washburn" "tied 2-2" "b 9" 1 --3 2 3 DH 0.167 100% "Home Run (Line Drive to Deep LF); Graffanino Scores" Thomas 05-27-1968 35.22518822724162
407 407 31 1 2003-08-21 CHW NA TEX "Colby Lewis" "ahead 2-0" "b 3" 0 --- 1 3 DH 0.074 83% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 35.233401779603014
408 408 32 1 2003-08-22 CHW NA TEX "Juan Dominguez" "ahead 3-0" "b 3" 1 --- 1 3 DH 0.059 88% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 35.23613963039014
409 409 33 1 2003-08-23 CHW NA TEX "Ismael Valdez" "tied 0-0" "b 3" 1 12- 3 3 DH 0.222 82% "Home Run (Line Drive to LF-CF); Alomar Scores; Lee Scores" Thomas 05-27-1968 35.238877481177276
410 410 34 2 2003-08-23 CHW NA TEX "Jay Powell" "ahead 6-0" "b 4" 2 -2- 2 3 DH 0.024 99% "Home Run (Line Drive to Deep CF); Lee Scores" Thomas 05-27-1968 35.238877481177276
411 411 35 1 2003-08-26 CHW @ NYY "Roger Clemens" "ahead 4-0" "t 5" 1 123 4 3 DH 0.06 99% "Home Run (Fly Ball to Deep LF); Olivo Scores; Alomar Scores; Lee Scores" Thomas 05-27-1968 35.24709103353867
412 412 36 1 2003-08-27 CHW @ NYY "David Wells" "behind 0-2" "t 4" 0 --- 1 3 DH 0.105 38% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.2498288843258
413 413 37 1 2003-08-29 CHW @ DET "Nate Robertson" "behind 1-5" "t 3" 0 1-- 2 3 DH 0.118 29% "Home Run (Fly Ball to Deep LF); Alomar Scores" Thomas 05-27-1968 35.25530458590007
414 414 38 1 2003-08-30 CHW @ DET "Mike Maroth" "tied 0-0" "t 3" 2 1-3 3 3 DH 0.273 77% "Home Run (Line Drive to Deep LF); Graffanino Scores; Lee Scores" Thomas 05-27-1968 35.2580424366872
415 415 39 1 2003-09-07 CHW NA CLE "Danys Báez" "behind 2-3" "b 7" 2 12- 3 3 DH 0.499 86% "Home Run (Line Drive to Deep LF); Crede Scores; Alomar Scores" Thomas 05-27-1968 35.279945242984255
416 416 40 1 2003-09-11 CHW NA MIN "Brad Radke" "tied 0-0" "b 1" 2 --- 1 3 DH 0.097 61% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.290896646132786
417 417 41 1 2003-09-20 CHW NA KCR "Brian Anderson" "tied 0-0" "b 1" 2 --- 1 3 DH 0.097 61% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 35.31553730321698
418 418 42 1 2003-09-26 CHW @ KCR "Darrell May" "ahead 3-0" "t 3" 0 --- 1 3 DH 0.064 84% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.331964407939765
419 419 1 1 2004-04-15 CHW NA KCR "Brian Anderson" "ahead 3-2" "b 5" 2 1-- 2 4 DH 0.182 86% "Home Run (Fly Ball to Deep LF); Ordonez Scores" Thomas 05-27-1968 35.885010266940455
420 420 2 1 2004-04-23 CHW NA TBD "Victor Zambrano" "behind 0-2" "b 4" 0 --- 1 4 DH 0.112 44% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 35.90691307323751
421 421 3 1 2004-04-24 CHW NA TBD "Doug Waechter" "behind 0-2" "b 4" 2 --- 1 4 DH 0.11 39% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 35.90965092402464
422 422 4 1 2004-04-27 CHW NA CLE "Jeff DAmico" "ahead 2-0" "b 1" 1 --- 1 4 DH 0.074 78% "Home Run (Line Drive to LF-CF)" Thomas 05-27-1968 35.917864476386036
423 423 5 1 2004-05-02 CHW NA TOR "Miguel Batista" "ahead 2-1" "b 4" 1 --- 1 4 DH 0.102 76% "Home Run (Line Drive to LF-CF)" Thomas 05-27-1968 35.931553730321696
424 424 6 1 2004-05-11 CHW NA BAL "John Parrish" "ahead 12-0" "b 7" 1 1-3 3 4 DH 0 100% "Home Run (Line Drive to LF-CF); Valentin Scores; Rowand Scores" Thomas 05-27-1968 35.95619438740589
425 425 7 1 2004-05-15 CHW NA MIN "Seth Greisinger" "tied 0-0" "b 4" 1 --- 1 4 DH 0.122 66% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.96714579055441
426 426 8 1 2004-05-20 CHW @ MIN "Seth Greisinger" "ahead 3-2" "t 2" 2 12- 3 3 DH 0.219 81% "Home Run (Fly Ball to Deep LF); Uribe Scores/unER; Perez Scores/unER; Thomas Scores/unER" Thomas 05-27-1968 35.98083504449008
427 427 9 1 2004-05-25 CHW NA TEX "Kenny Rogers" "behind 0-1" "b 2" 0 --- 1 4 DH 0.101 55% "Home Run (Line Drive to Deep CF)" Thomas 05-27-1968 35.99452429842574
428 428 10 1 2004-05-26 CHW NA TEX "Joaquin Benoit" "ahead 3-0" "b 3" 0 --- 1 3 DH 0.055 88% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 35.997262149212865
429 429 11 1 2004-06-01 CHW @ OAK "Chad Bradford" "behind 1-4" "t 8" 2 1-- 2 3 DH 0.118 17% "Home Run (Fly Ball to Deep LF); Harris Scores" Thomas 05-27-1968 36.01368925393566
430 430 12 1 2004-06-04 CHW @ SEA "Freddy Garcia" "behind 0-1" "t 4" 0 -2- 2 3 DH 0.163 62% "Home Run (Fly Ball to Deep LF); Uribe Scores" Thomas 05-27-1968 36.02190280629706
431 431 13 1 2004-06-08 CHW NA PHI "Amaury Telemaco" "ahead 7-6" "b 2" 0 --- 1 3 DH 0.087 74% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 36.03285420944559
432 432 14 1 2004-06-12 CHW NA ATL "John Thomson" "ahead 5-2" "b 4" 2 --- 1 3 3 0.06 89% "Home Run (Fly Ball to CF-RF)" Thomas 05-27-1968 36.04380561259411
433 433 15 2 2004-06-12 CHW NA ATL "Chris Reitsma" "ahead 9-8" "b 8" 1 --- 1 3 3 0.083 93% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 36.04380561259411
434 434 16 1 2004-06-13 CHW NA ATL "Travis Smith" "tied 0-0" "b 1" 2 --- 1 3 DH 0.096 61% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 36.04654346338125
435 435 17 1 2004-06-15 CHW @ FLA "Armando Benitez" "behind 0-4" "t 8" 1 12- 3 3 3 0.135 20% "Home Run (Line Drive to LF-CF); Rowand Scores; Uribe Scores" Thomas 05-27-1968 36.05201916495551
436 436 18 1 2004-06-22 CHW NA CLE "Kazuhito Tadano" "ahead 4-0" "b 3" 2 12- 3 3 DH 0.085 96% "Home Run (Fly Ball to Deep LF); Olivo Scores; Uribe Scores" Thomas 05-27-1968 36.07118412046543
437 437 1 1 2005-06-05 CHW NA CLE "Bob Wickman" "behind 3-4" "b 10" 0 --- 1 3 DH 0.431 65% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.02395619438741
438 438 2 1 2005-06-08 CHW @ COL "Bobby Seay" "ahead 14-4" "t 9" 2 --- 1 1 PH 0 100% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 37.0321697467488
439 439 3 1 2005-06-13 CHW NA ARI "Shawn Estes" "behind 0-7" "b 4" 0 --- 1 3 DH 0.024 6% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 37.045859000684466
440 440 4 1 2005-06-15 CHW NA ARI "Russ Ortiz" "behind 2-6" "b 6" 1 --- 1 3 DH 0.059 14% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.05133470225873
441 441 5 1 2005-06-17 CHW NA LAD "Giovanni Carrara" "ahead 4-0" "b 7" 1 1-- 2 3 DH 0.023 99% "Home Run (Line Drive to Deep LF); Iguchi Scores" Thomas 05-27-1968 37.05681040383299
442 442 6 1 2005-06-20 CHW NA KCR "Jose Lima" "ahead 3-1" "b 3" 1 --- 1 3 DH 0.078 82% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 37.06502395619439
443 443 7 1 2005-06-24 CHW NA CHC "Sergio Mitre" "tied 0-0" "b 1" 2 --- 1 3 DH 0.099 61% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.07597535934291
444 444 8 1 2005-06-29 CHW @ DET "Fernando Rodney" "tied 3-3" "t 13" 0 --- 1 3 DH 0.335 84% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.08966461327858
445 445 9 1 2005-07-03 CHW @ OAK "Barry Zito" "tied 0-0" "t 4" 1 --- 1 3 DH 0.125 60% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.100616016427104
446 446 10 1 2005-07-05 CHW NA TBD "Lance Carter" "behind 3-4" "b 8" 0 1-3 3 3 DH 0.29 94% "Home Run (Fly Ball to Deep LF); Podsednik Scores; Iguchi Scores" Thomas 05-27-1968 37.106091718001366
447 447 11 1 2005-07-06 CHW NA TBD "Casey Fossum" "ahead 4-1" "b 5" 0 1-3 3 3 DH 0.045 98% "Home Run (Fly Ball to Deep LF); Podsednik Scores; Iguchi Scores" Thomas 05-27-1968 37.1088295687885
448 448 12 1 2005-07-18 CHW NA DET "Franklyn German" "ahead 6-4" "b 8" 0 --- 1 3 DH 0.035 97% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.14168377823409
449 449 1 1 2006-04-03 OAK NA NYY "Randy Johnson" "behind 0-7" "b 2" 0 --- 1 5 DH 0.03 9% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 37.8507871321013
450 450 2 1 2006-04-14 OAK NA TEX "Kevin Millwood" "behind 0-5" "b 5" 0 --- 1 5 DH 0.048 13% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.88090349075976
451 451 3 1 2006-04-15 OAK NA TEX "Vicente Padilla" "behind 3-4" "b 6" 0 --- 1 5 DH 0.175 58% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.88364134154688
452 452 4 1 2006-04-19 OAK NA DET "Kenny Rogers" "behind 0-1" "b 2" 0 --- 1 4 DH 0.106 55% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.894592744695416
453 453 5 1 2006-04-26 OAK @ TEX "Kameron Loe" "tied 0-0" "t 4" 0 --- 1 4 DH 0.117 62% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 37.91375770020534
454 454 6 1 2006-05-07 OAK NA TBD "Ruddy Lugo" "behind 1-3" "b 8" 0 --- 1 5 DH 0.143 32% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 37.94387405886379
455 455 7 1 2006-05-10 OAK @ TOR "Gustavo Chacin" "behind 3-6" "t 3" 1 1-- 2 5 DH 0.149 37% "Home Run (Fly Ball to Deep LF); Crosby Scores" Thomas 05-27-1968 37.95208761122519
456 456 8 1 2006-05-22 OAK @ CHW "Jon Garland" "tied 0-0" "t 2" 1 --- 1 5 DH 0.099 57% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.98494182067078
457 457 9 2 2006-05-22 OAK @ CHW "Jon Garland" "ahead 3-0" "t 5" 2 --- 1 5 DH 0.07 87% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 37.98494182067078
458 458 10 1 2006-05-29 OAK NA KCR "Seth Etherton" "behind 1-3" "b 5" 2 --- 1 5 DH 0.121 36% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 38.0041067761807
459 459 11 1 2006-05-31 OAK NA KCR "Scott Elarton" "tied 0-0" "b 1" 2 1-- 2 4 DH 0.179 70% "Home Run (Line Drive to Deep LF); Chavez Scores" Thomas 05-27-1968 38.00958247775496
460 460 12 1 2006-06-01 OAK NA MIN "Boof Bonser" "tied 0-0" "b 2" 0 --- 1 4 DH 0.102 65% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 38.012320328542096
461 461 13 1 2006-06-02 OAK NA MIN "Johan Santana" "tied 0-0" "b 2" 0 --- 1 4 DH 0.102 65% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 38.01505817932922
462 462 14 1 2006-06-06 OAK @ CLE "Jake Westbrook" "behind 1-2" "t 3" 2 12- 3 4 DH 0.289 67% "Home Run (Fly Ball to Deep RF); Scutaro Scores; Chavez Scores" Thomas 05-27-1968 38.026009582477755
463 463 15 1 2006-06-09 OAK @ NYY "Randy Johnson" "tied 0-0" "t 2" 0 --- 1 4 DH 0.098 60% "Home Run (Fly Ball to CF-RF)" Thomas 05-27-1968 38.03422313483915
464 464 16 1 2006-06-10 OAK @ NYY "Mike Mussina" "tied 0-0" "t 1" 2 -2- 2 4 DH 0.164 65% "Home Run (Line Drive to Deep LF); Kotsay Scores" Thomas 05-27-1968 38.03696098562629
465 465 17 1 2006-07-01 OAK NA ARI "Miguel Batista" "behind 0-6" "b 7" 2 1-- 2 4 DH 0.031 4% "Home Run (Fly Ball to Deep LF); Crosby Scores" Thomas 05-27-1968 38.09445585215606
466 466 18 1 2006-07-02 OAK NA ARI "Brandon Webb" "tied 0-0" "b 2" 0 --- 1 4 DH 0.102 65% "Home Run (Line Drive to Deep LF)" Thomas 05-27-1968 38.09719370294319
467 467 19 1 2006-07-06 OAK NA LAA "Scot Shields" "tied 5-5" "b 9" 2 1-- 2 4 DH 0.433 100% "Home Run (Fly Ball to LF-CF); Swisher Scores" Thomas 05-27-1968 38.10814510609172
468 468 20 1 2006-07-19 OAK @ BAL "Kris Benson" "ahead 4-0" "t 6" 1 --- 1 5 DH 0.039 94% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 38.143737166324435
469 469 21 1 2006-07-26 OAK NA BOS "Kyle Snyder" "tied 0-0" "b 4" 1 --- 1 4 DH 0.128 66% "Home Run (Fly Ball to Deep CF)" Thomas 05-27-1968 38.16290212183436
470 470 22 2 2006-07-26 OAK NA BOS "Kyle Snyder" "ahead 2-0" "b 5" 1 12- 3 4 DH 0.123 95% "Home Run (Fly Ball to Deep LF); Kendall Scores; Bradley Scores" Thomas 05-27-1968 38.16290212183436
471 471 23 1 2006-07-28 OAK NA TOR "Scott Downs" "behind 2-4" "b 6" 0 --- 1 4 DH 0.136 40% "Home Run (Fly Ball to LF-CF)" Thomas 05-27-1968 38.168377823408626
472 472 24 1 2006-08-06 OAK @ SEA "Gil Meche" "behind 0-2" "t 3" 2 -23 3 4 DH 0.267 57% "Home Run (Fly Ball to Deep LF); Kendall Scores; Kotsay Scores" Thomas 05-27-1968 38.19301848049281
473 473 25 1 2006-08-14 OAK NA SEA "Jarrod Washburn" "behind 2-4" "b 5" 1 --- 1 4 DH 0.123 39% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 38.21492128678987
474 474 26 1 2006-08-18 OAK @ KCR "Ambiorix Burgos" "tied 1-1" "t 8" 2 1-- 2 4 DH 0.388 83% "Home Run (Fly Ball to Deep LF); Bradley Scores" Thomas 05-27-1968 38.2258726899384
475 475 27 1 2006-08-23 OAK @ TOR "Gustavo Chacin" "ahead 1-0" "t 1" 1 -2- 2 4 DH 0.132 74% "Home Run (Line Drive to LF-CF); Bradley Scores" Thomas 05-27-1968 38.23956194387406
476 476 28 1 2006-08-28 OAK NA BOS "Keith Foulke" "ahead 5-0" "b 7" 0 --- 1 4 DH 0.008 99% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 38.25325119780972
477 477 29 1 2006-09-01 OAK NA BAL "Todd Williams" "behind 3-4" "b 7" 2 -2- 2 4 DH 0.414 75% "Home Run (Fly Ball to Deep LF); Bradley Scores/unER; Thomas Scores/unER" Thomas 05-27-1968 38.26420260095825
478 478 30 1 2006-09-02 OAK NA BAL "Julio Manon" "behind 1-5" "b 6" 0 1-3 3 4 DH 0.182 40% "Home Run (Fly Ball to Deep LF); Swisher Scores; Bradley Scores" Thomas 05-27-1968 38.26694045174538
479 479 31 1 2006-09-05 OAK NA TEX "Adam Eaton" "behind 1-5" "b 6" 2 12- 3 4 DH 0.235 33% "Home Run (Fly Ball to Deep CF); Scutaro Scores; Kendall Scores" Thomas 05-27-1968 38.275154004106774
480 480 32 1 2006-09-06 OAK NA TEX "Vicente Padilla" "behind 2-6" "b 4" 0 --- 1 4 DH 0.072 22% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 38.27789185489391
481 481 33 1 2006-09-08 OAK @ TBD "Tim Corcoran" "ahead 6-5" "t 6" 2 --3 2 4 DH 0.194 83% "Home Run (Fly Ball to Deep LF); Kendall Scores" Thomas 05-27-1968 38.28336755646817
482 482 34 1 2006-09-09 OAK @ TBD "J.P. Howell" "tied 0-0" "t 2" 0 --- 1 4 DH 0.099 60% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 38.286105407255306
483 483 35 1 2006-09-10 OAK @ TBD "Jae Weong Seo" "tied 2-2" "t 4" 0 --- 1 4 DH 0.118 62% "Home Run (Fly Ball to Deep LF)" Thomas 05-27-1968 38.288843258042434
