"Season"	"STATE"	"O_RUNS.ROI"	"N"
"712"	2006	"111 1"	"1"	505
"713"	2006	"111 1"	"2"	306
"714"	2006	"111 1"	"3"	204
"715"	2006	"111 1"	"4+"	325
"716"	2006	"111 2"	"0"	1496
"717"	2006	"111 2"	"1"	218
"718"	2006	"111 2"	"2"	261
"719"	2006	"111 2"	"3"	156
"720"	2006	"111 2"	"4+"	157
"721"	2007	"000 0"	"0"	32255
"722"	2007	"000 0"	"1"	7002
"723"	2007	"000 0"	"2"	3261
"724"	2007	"000 0"	"3"	1574
"725"	2007	"000 0"	"4+"	1272
"726"	2007	"000 1"	"0"	26732
"727"	2007	"000 1"	"1"	3202
"728"	2007	"000 1"	"2"	1304
"729"	2007	"000 1"	"3"	563
"730"	2007	"000 1"	"4+"	354
"731"	2007	"000 2"	"0"	23499
"732"	2007	"000 2"	"1"	1213
"733"	2007	"000 2"	"2"	401
"734"	2007	"000 2"	"3"	136
"735"	2007	"000 2"	"4+"	74
"736"	2007	"001 0"	"0"	88
"737"	2007	"001 0"	"1"	312
"738"	2007	"001 0"	"2"	76
"739"	2007	"001 0"	"3"	56
"740"	2007	"001 0"	"4+"	34
"741"	2007	"001 1"	"0"	702
"742"	2007	"001 1"	"1"	1016
"743"	2007	"001 1"	"2"	192
"744"	2007	"001 1"	"3"	122
"745"	2007	"001 1"	"4+"	67
"746"	2007	"001 2"	"0"	2216
"747"	2007	"001 2"	"1"	594
"748"	2007	"001 2"	"2"	146
"749"	2007	"001 2"	"3"	56
"750"	2007	"001 2"	"4+"	40
"751"	2007	"010 0"	"0"	1328
"752"	2007	"010 0"	"1"	1315
"753"	2007	"010 0"	"2"	548
"754"	2007	"010 0"	"3"	304
"755"	2007	"010 0"	"4+"	242
"756"	2007	"010 1"	"0"	3531
"757"	2007	"010 1"	"1"	1509
"758"	2007	"010 1"	"2"	646
"759"	2007	"010 1"	"3"	310
"760"	2007	"010 1"	"4+"	171
"761"	2007	"010 2"	"0"	5797
"762"	2007	"010 2"	"1"	1158
"763"	2007	"010 2"	"2"	382
"764"	2007	"010 2"	"3"	144
"765"	2007	"010 2"	"4+"	77
"766"	2007	"011 0"	"0"	82
"767"	2007	"011 0"	"1"	202
"768"	2007	"011 0"	"2"	235
"769"	2007	"011 0"	"3"	118
"770"	2007	"011 0"	"4+"	118
"771"	2007	"011 1"	"0"	485
"772"	2007	"011 1"	"1"	449
"773"	2007	"011 1"	"2"	404
"774"	2007	"011 1"	"3"	175
"775"	2007	"011 1"	"4+"	126
"776"	2007	"011 2"	"0"	1388
"777"	2007	"011 2"	"1"	115
"778"	2007	"011 2"	"2"	286
"779"	2007	"011 2"	"3"	108
"780"	2007	"011 2"	"4+"	57
"781"	2007	"100 0"	"0"	6416
"782"	2007	"100 0"	"1"	2068
"783"	2007	"100 0"	"2"	1494
"784"	2007	"100 0"	"3"	761
"785"	2007	"100 0"	"4+"	711
"786"	2007	"100 1"	"0"	9624
"787"	2007	"100 1"	"1"	1643
"788"	2007	"100 1"	"2"	1177
"789"	2007	"100 1"	"3"	528
"790"	2007	"100 1"	"4+"	372
"791"	2007	"100 2"	"0"	11510
"792"	2007	"100 2"	"1"	833
"793"	2007	"100 2"	"2"	615
"794"	2007	"100 2"	"3"	210
"795"	2007	"100 2"	"4+"	122
"796"	2007	"101 0"	"0"	143
"797"	2007	"101 0"	"1"	460
"798"	2007	"101 0"	"2"	174
"799"	2007	"101 0"	"3"	158
"800"	2007	"101 0"	"4+"	145
"801"	2007	"101 1"	"0"	813
"802"	2007	"101 1"	"1"	855
"803"	2007	"101 1"	"2"	279
"804"	2007	"101 1"	"3"	223
"805"	2007	"101 1"	"4+"	157
"806"	2007	"101 2"	"0"	2218
"807"	2007	"101 2"	"1"	460
"808"	2007	"101 2"	"2"	210
"809"	2007	"101 2"	"3"	131
"810"	2007	"101 2"	"4+"	77
"811"	2007	"110 0"	"0"	1054
"812"	2007	"110 0"	"1"	615
"813"	2007	"110 0"	"2"	457
"814"	2007	"110 0"	"3"	337
"815"	2007	"110 0"	"4+"	362
"816"	2007	"110 1"	"0"	3051
"817"	2007	"110 1"	"1"	848
"818"	2007	"110 1"	"2"	538
"819"	2007	"110 1"	"3"	449
"820"	2007	"110 1"	"4+"	339
"821"	2007	"110 2"	"0"	4873
"822"	2007	"110 2"	"1"	712
"823"	2007	"110 2"	"2"	345
"824"	2007	"110 2"	"3"	311
"825"	2007	"110 2"	"4+"	147
"826"	2007	"111 0"	"0"	107
"827"	2007	"111 0"	"1"	231
"828"	2007	"111 0"	"2"	159
"829"	2007	"111 0"	"3"	105
"830"	2007	"111 0"	"4+"	213
"831"	2007	"111 1"	"0"	582
"832"	2007	"111 1"	"1"	526
"833"	2007	"111 1"	"2"	323
"834"	2007	"111 1"	"3"	217
"835"	2007	"111 1"	"4+"	279
"836"	2007	"111 2"	"0"	1546
"837"	2007	"111 2"	"1"	216
"838"	2007	"111 2"	"2"	273
"839"	2007	"111 2"	"3"	145
"840"	2007	"111 2"	"4+"	149
"841"	2008	"000 0"	"0"	32541
"842"	2008	"000 0"	"1"	6821
"843"	2008	"000 0"	"2"	3269
"844"	2008	"000 0"	"3"	1429
"845"	2008	"000 0"	"4+"	1245
"846"	2008	"000 1"	"0"	26837
"847"	2008	"000 1"	"1"	3141
"848"	2008	"000 1"	"2"	1300
"849"	2008	"000 1"	"3"	483
"850"	2008	"000 1"	"4+"	385
"851"	2008	"000 2"	"0"	23557
"852"	2008	"000 2"	"1"	1219
"853"	2008	"000 2"	"2"	423
"854"	2008	"000 2"	"3"	109
"855"	2008	"000 2"	"4+"	78
"856"	2008	"001 0"	"0"	79
"857"	2008	"001 0"	"1"	283
"858"	2008	"001 0"	"2"	80
"859"	2008	"001 0"	"3"	47
"860"	2008	"001 0"	"4+"	44
"861"	2008	"001 1"	"0"	678
"862"	2008	"001 1"	"1"	971
"863"	2008	"001 1"	"2"	187
"864"	2008	"001 1"	"3"	89
"865"	2008	"001 1"	"4+"	65
"866"	2008	"001 2"	"0"	2246
"867"	2008	"001 2"	"1"	566
"868"	2008	"001 2"	"2"	120
"869"	2008	"001 2"	"3"	49
"870"	2008	"001 2"	"4+"	28
"871"	2008	"010 0"	"0"	1344
"872"	2008	"010 0"	"1"	1262
"873"	2008	"010 0"	"2"	528
"874"	2008	"010 0"	"3"	270
"875"	2008	"010 0"	"4+"	220
"876"	2008	"010 1"	"0"	3501
"877"	2008	"010 1"	"1"	1448
"878"	2008	"010 1"	"2"	554
"879"	2008	"010 1"	"3"	258
"880"	2008	"010 1"	"4+"	187
"881"	2008	"010 2"	"0"	5854
"882"	2008	"010 2"	"1"	1122
"883"	2008	"010 2"	"2"	343
"884"	2008	"010 2"	"3"	134
"885"	2008	"010 2"	"4+"	68
"886"	2008	"011 0"	"0"	114
"887"	2008	"011 0"	"1"	174
"888"	2008	"011 0"	"2"	218
"889"	2008	"011 0"	"3"	104
"890"	2008	"011 0"	"4+"	107
"891"	2008	"011 1"	"0"	526
"892"	2008	"011 1"	"1"	483
"893"	2008	"011 1"	"2"	408
"894"	2008	"011 1"	"3"	152
"895"	2008	"011 1"	"4+"	147
"896"	2008	"011 2"	"0"	1402
"897"	2008	"011 2"	"1"	117
"898"	2008	"011 2"	"2"	277
"899"	2008	"011 2"	"3"	75
"900"	2008	"011 2"	"4+"	58
"901"	2008	"100 0"	"0"	6535
"902"	2008	"100 0"	"1"	2000
"903"	2008	"100 0"	"2"	1503
"904"	2008	"100 0"	"3"	708
"905"	2008	"100 0"	"4+"	656
"906"	2008	"100 1"	"0"	9745
"907"	2008	"100 1"	"1"	1590
"908"	2008	"100 1"	"2"	1191
"909"	2008	"100 1"	"3"	506
"910"	2008	"100 1"	"4+"	363
"911"	2008	"100 2"	"0"	11584
"912"	2008	"100 2"	"1"	835
"913"	2008	"100 2"	"2"	618
"914"	2008	"100 2"	"3"	177
"915"	2008	"100 2"	"4+"	107
"916"	2008	"101 0"	"0"	170
"917"	2008	"101 0"	"1"	441
"918"	2008	"101 0"	"2"	182
"919"	2008	"101 0"	"3"	111
"920"	2008	"101 0"	"4+"	147
"921"	2008	"101 1"	"0"	816
"922"	2008	"101 1"	"1"	790
"923"	2008	"101 1"	"2"	268
"924"	2008	"101 1"	"3"	183
"925"	2008	"101 1"	"4+"	148
"926"	2008	"101 2"	"0"	2176
"927"	2008	"101 2"	"1"	430
"928"	2008	"101 2"	"2"	171
"929"	2008	"101 2"	"3"	136
"930"	2008	"101 2"	"4+"	67
"931"	2008	"110 0"	"0"	995
"932"	2008	"110 0"	"1"	639
"933"	2008	"110 0"	"2"	461
"934"	2008	"110 0"	"3"	352
"935"	2008	"110 0"	"4+"	354
"936"	2008	"110 1"	"0"	2901
"937"	2008	"110 1"	"1"	843
"938"	2008	"110 1"	"2"	539
"939"	2008	"110 1"	"3"	430
"940"	2008	"110 1"	"4+"	326
"941"	2008	"110 2"	"0"	4812
"942"	2008	"110 2"	"1"	680
"943"	2008	"110 2"	"2"	340
"944"	2008	"110 2"	"3"	289
"945"	2008	"110 2"	"4+"	150
"946"	2008	"111 0"	"0"	106
"947"	2008	"111 0"	"1"	210
"948"	2008	"111 0"	"2"	163
"949"	2008	"111 0"	"3"	106
"950"	2008	"111 0"	"4+"	193
"951"	2008	"111 1"	"0"	637
"952"	2008	"111 1"	"1"	520
"953"	2008	"111 1"	"2"	321
"954"	2008	"111 1"	"3"	207
"955"	2008	"111 1"	"4+"	288
"956"	2008	"111 2"	"0"	1601
"957"	2008	"111 2"	"1"	242
"958"	2008	"111 2"	"2"	246
"959"	2008	"111 2"	"3"	138
"960"	2008	"111 2"	"4+"	177
"961"	2009	"000 0"	"0"	32452
"962"	2009	"000 0"	"1"	6930
"963"	2009	"000 0"	"2"	3166
"964"	2009	"000 0"	"3"	1510
"965"	2009	"000 0"	"4+"	1187
"966"	2009	"000 1"	"0"	26868
"967"	2009	"000 1"	"1"	3189
"968"	2009	"000 1"	"2"	1251
"969"	2009	"000 1"	"3"	536
"970"	2009	"000 1"	"4+"	367
"971"	2009	"000 2"	"0"	23546
"972"	2009	"000 2"	"1"	1261
"973"	2009	"000 2"	"2"	379
"974"	2009	"000 2"	"3"	126
"975"	2009	"000 2"	"4+"	65
"976"	2009	"001 0"	"0"	86
"977"	2009	"001 0"	"1"	309
"978"	2009	"001 0"	"2"	77
"979"	2009	"001 0"	"3"	40
"980"	2009	"001 0"	"4+"	27
"981"	2009	"001 1"	"0"	713
"982"	2009	"001 1"	"1"	981
"983"	2009	"001 1"	"2"	205
"984"	2009	"001 1"	"3"	97
"985"	2009	"001 1"	"4+"	67
"986"	2009	"001 2"	"0"	2235
"987"	2009	"001 2"	"1"	561
"988"	2009	"001 2"	"2"	152
"989"	2009	"001 2"	"3"	57
"990"	2009	"001 2"	"4+"	28
"991"	2009	"010 0"	"0"	1308
"992"	2009	"010 0"	"1"	1242
"993"	2009	"010 0"	"2"	476
"994"	2009	"010 0"	"3"	254
"995"	2009	"010 0"	"4+"	219
"996"	2009	"010 1"	"0"	3515
"997"	2009	"010 1"	"1"	1442
"998"	2009	"010 1"	"2"	562
"999"	2009	"010 1"	"3"	254
"1000"	2009	"010 1"	"4+"	182
"1001"	2009	"010 2"	"0"	5916
"1002"	2009	"010 2"	"1"	1151
"1003"	2009	"010 2"	"2"	325
"1004"	2009	"010 2"	"3"	125
"1005"	2009	"010 2"	"4+"	63
"1006"	2009	"011 0"	"0"	100
"1007"	2009	"011 0"	"1"	169
"1008"	2009	"011 0"	"2"	203
"1009"	2009	"011 0"	"3"	90
"1010"	2009	"011 0"	"4+"	98
"1011"	2009	"011 1"	"0"	528
"1012"	2009	"011 1"	"1"	474
"1013"	2009	"011 1"	"2"	363
"1014"	2009	"011 1"	"3"	156
"1015"	2009	"011 1"	"4+"	150
"1016"	2009	"011 2"	"0"	1434
"1017"	2009	"011 2"	"1"	124
"1018"	2009	"011 2"	"2"	239
"1019"	2009	"011 2"	"3"	84
"1020"	2009	"011 2"	"4+"	56
"1021"	2009	"100 0"	"0"	6559
"1022"	2009	"100 0"	"1"	1989
"1023"	2009	"100 0"	"2"	1448
"1024"	2009	"100 0"	"3"	759
"1025"	2009	"100 0"	"4+"	615
"1026"	2009	"100 1"	"0"	9755
"1027"	2009	"100 1"	"1"	1571
"1028"	2009	"100 1"	"2"	1187
"1029"	2009	"100 1"	"3"	517
"1030"	2009	"100 1"	"4+"	375
"1031"	2009	"100 2"	"0"	11567
"1032"	2009	"100 2"	"1"	840
"1033"	2009	"100 2"	"2"	571
"1034"	2009	"100 2"	"3"	190
"1035"	2009	"100 2"	"4+"	97
"1036"	2009	"101 0"	"0"	140
"1037"	2009	"101 0"	"1"	447
"1038"	2009	"101 0"	"2"	156
"1039"	2009	"101 0"	"3"	149
"1040"	2009	"101 0"	"4+"	119
"1041"	2009	"101 1"	"0"	783
"1042"	2009	"101 1"	"1"	818
"1043"	2009	"101 1"	"2"	259
"1044"	2009	"101 1"	"3"	189
"1045"	2009	"101 1"	"4+"	162
"1046"	2009	"101 2"	"0"	2069
"1047"	2009	"101 2"	"1"	472
"1048"	2009	"101 2"	"2"	185
"1049"	2009	"101 2"	"3"	142
"1050"	2009	"101 2"	"4+"	66
"1051"	2009	"110 0"	"0"	1047
"1052"	2009	"110 0"	"1"	590
"1053"	2009	"110 0"	"2"	468
"1054"	2009	"110 0"	"3"	330
"1055"	2009	"110 0"	"4+"	321
"1056"	2009	"110 1"	"0"	2908
"1057"	2009	"110 1"	"1"	795
"1058"	2009	"110 1"	"2"	554
"1059"	2009	"110 1"	"3"	437
"1060"	2009	"110 1"	"4+"	313
"1061"	2009	"110 2"	"0"	4869
"1062"	2009	"110 2"	"1"	678
"1063"	2009	"110 2"	"2"	361
"1064"	2009	"110 2"	"3"	278
"1065"	2009	"110 2"	"4+"	148
"1066"	2009	"111 0"	"0"	105
"1067"	2009	"111 0"	"1"	240
"1068"	2009	"111 0"	"2"	184
"1069"	2009	"111 0"	"3"	103
"1070"	2009	"111 0"	"4+"	192
"1071"	2009	"111 1"	"0"	651
"1072"	2009	"111 1"	"1"	532
"1073"	2009	"111 1"	"2"	299
"1074"	2009	"111 1"	"3"	193
"1075"	2009	"111 1"	"4+"	300
"1076"	2009	"111 2"	"0"	1599
"1077"	2009	"111 2"	"1"	248
"1078"	2009	"111 2"	"2"	235
"1079"	2009	"111 2"	"3"	131
"1080"	2009	"111 2"	"4+"	156
"1081"	2010	"000 0"	"0"	32860
"1082"	2010	"000 0"	"1"	6647
"1083"	2010	"000 0"	"2"	3100
"1084"	2010	"000 0"	"3"	1385
"1085"	2010	"000 0"	"4+"	1095
"1086"	2010	"000 1"	"0"	27238
"1087"	2010	"000 1"	"1"	3035
"1088"	2010	"000 1"	"2"	1270
"1089"	2010	"000 1"	"3"	483
"1090"	2010	"000 1"	"4+"	313
"1091"	2010	"000 2"	"0"	23848
"1092"	2010	"000 2"	"1"	1183
"1093"	2010	"000 2"	"2"	378
"1094"	2010	"000 2"	"3"	140
"1095"	2010	"000 2"	"4+"	64
"1096"	2010	"001 0"	"0"	87
"1097"	2010	"001 0"	"1"	288
"1098"	2010	"001 0"	"2"	76
"1099"	2010	"001 0"	"3"	37
"1100"	2010	"001 0"	"4+"	35
"1101"	2010	"001 1"	"0"	666
"1102"	2010	"001 1"	"1"	883
"1103"	2010	"001 1"	"2"	175
"1104"	2010	"001 1"	"3"	91
"1105"	2010	"001 1"	"4+"	53
"1106"	2010	"001 2"	"0"	2185
"1107"	2010	"001 2"	"1"	536
"1108"	2010	"001 2"	"2"	120
"1109"	2010	"001 2"	"3"	48
"1110"	2010	"001 2"	"4+"	20
"1111"	2010	"010 0"	"0"	1386
"1112"	2010	"010 0"	"1"	1217
"1113"	2010	"010 0"	"2"	501
"1114"	2010	"010 0"	"3"	259
"1115"	2010	"010 0"	"4+"	188
"1116"	2010	"010 1"	"0"	3549
"1117"	2010	"010 1"	"1"	1429
"1118"	2010	"010 1"	"2"	560
"1119"	2010	"010 1"	"3"	257
"1120"	2010	"010 1"	"4+"	167
"1121"	2010	"010 2"	"0"	5951
"1122"	2010	"010 2"	"1"	1104
"1123"	2010	"010 2"	"2"	331
"1124"	2010	"010 2"	"3"	140
"1125"	2010	"010 2"	"4+"	61
"1126"	2010	"011 0"	"0"	97
"1127"	2010	"011 0"	"1"	177
"1128"	2010	"011 0"	"2"	200
"1129"	2010	"011 0"	"3"	78
"1130"	2010	"011 0"	"4+"	98
"1131"	2010	"011 1"	"0"	535
"1132"	2010	"011 1"	"1"	491
"1133"	2010	"011 1"	"2"	362
"1134"	2010	"011 1"	"3"	167
"1135"	2010	"011 1"	"4+"	136
"1136"	2010	"011 2"	"0"	1453
"1137"	2010	"011 2"	"1"	89
"1138"	2010	"011 2"	"2"	291
"1139"	2010	"011 2"	"3"	86
"1140"	2010	"011 2"	"4+"	53
"1141"	2010	"100 0"	"0"	6437
"1142"	2010	"100 0"	"1"	2071
"1143"	2010	"100 0"	"2"	1396
"1144"	2010	"100 0"	"3"	686
"1145"	2010	"100 0"	"4+"	607
"1146"	2010	"100 1"	"0"	9566
"1147"	2010	"100 1"	"1"	1527
"1148"	2010	"100 1"	"2"	1116
"1149"	2010	"100 1"	"3"	461
"1150"	2010	"100 1"	"4+"	330
"1151"	2010	"100 2"	"0"	11519
"1152"	2010	"100 2"	"1"	843
"1153"	2010	"100 2"	"2"	594
"1154"	2010	"100 2"	"3"	205
"1155"	2010	"100 2"	"4+"	95
"1156"	2010	"101 0"	"0"	147
"1157"	2010	"101 0"	"1"	436
"1158"	2010	"101 0"	"2"	165
"1159"	2010	"101 0"	"3"	123
"1160"	2010	"101 0"	"4+"	132
"1161"	2010	"101 1"	"0"	776
"1162"	2010	"101 1"	"1"	833
"1163"	2010	"101 1"	"2"	255
"1164"	2010	"101 1"	"3"	186
"1165"	2010	"101 1"	"4+"	108
"1166"	2010	"101 2"	"0"	2176
"1167"	2010	"101 2"	"1"	458
"1168"	2010	"101 2"	"2"	182
"1169"	2010	"101 2"	"3"	119
"1170"	2010	"101 2"	"4+"	55
"1171"	2010	"110 0"	"0"	1052
"1172"	2010	"110 0"	"1"	643
"1173"	2010	"110 0"	"2"	434
"1174"	2010	"110 0"	"3"	341
"1175"	2010	"110 0"	"4+"	297
"1176"	2010	"110 1"	"0"	2830
"1177"	2010	"110 1"	"1"	797
"1178"	2010	"110 1"	"2"	524
"1179"	2010	"110 1"	"3"	368
"1180"	2010	"110 1"	"4+"	284
"1181"	2010	"110 2"	"0"	4667
"1182"	2010	"110 2"	"1"	664
"1183"	2010	"110 2"	"2"	354
"1184"	2010	"110 2"	"3"	270
"1185"	2010	"110 2"	"4+"	129
"1186"	2010	"111 0"	"0"	97
"1187"	2010	"111 0"	"1"	200
"1188"	2010	"111 0"	"2"	142
"1189"	2010	"111 0"	"3"	103
"1190"	2010	"111 0"	"4+"	188
"1191"	2010	"111 1"	"0"	602
"1192"	2010	"111 1"	"1"	506
"1193"	2010	"111 1"	"2"	269
"1194"	2010	"111 1"	"3"	181
"1195"	2010	"111 1"	"4+"	244
"1196"	2010	"111 2"	"0"	1490
"1197"	2010	"111 2"	"1"	233
"1198"	2010	"111 2"	"2"	259
"1199"	2010	"111 2"	"3"	115
"1200"	2010	"111 2"	"4+"	150
"1201"	2011	"000 0"	"0"	33176
"1202"	2011	"000 0"	"1"	6781
"1203"	2011	"000 0"	"2"	3009
"1204"	2011	"000 0"	"3"	1361
"1205"	2011	"000 0"	"4+"	1004
"1206"	2011	"000 1"	"0"	27547
"1207"	2011	"000 1"	"1"	3128
"1208"	2011	"000 1"	"2"	1214
"1209"	2011	"000 1"	"3"	499
"1210"	2011	"000 1"	"4+"	301
"1211"	2011	"000 2"	"0"	24090
"1212"	2011	"000 2"	"1"	1171
"1213"	2011	"000 2"	"2"	365
"1214"	2011	"000 2"	"3"	127
"1215"	2011	"000 2"	"4+"	61
"1216"	2011	"001 0"	"0"	65
"1217"	2011	"001 0"	"1"	265
"1218"	2011	"001 0"	"2"	80
"1219"	2011	"001 0"	"3"	36
"1220"	2011	"001 0"	"4+"	39
"1221"	2011	"001 1"	"0"	673
"1222"	2011	"001 1"	"1"	957
"1223"	2011	"001 1"	"2"	200
"1224"	2011	"001 1"	"3"	91
"1225"	2011	"001 1"	"4+"	49
"1226"	2011	"001 2"	"0"	2294
"1227"	2011	"001 2"	"1"	534
"1228"	2011	"001 2"	"2"	116
"1229"	2011	"001 2"	"3"	42
"1230"	2011	"001 2"	"4+"	19
"1231"	2011	"010 0"	"0"	1382
"1232"	2011	"010 0"	"1"	1227
"1233"	2011	"010 0"	"2"	477
"1234"	2011	"010 0"	"3"	228
"1235"	2011	"010 0"	"4+"	187
"1236"	2011	"010 1"	"0"	3690
"1237"	2011	"010 1"	"1"	1494
"1238"	2011	"010 1"	"2"	550
"1239"	2011	"010 1"	"3"	244
"1240"	2011	"010 1"	"4+"	149
"1241"	2011	"010 2"	"0"	6017
"1242"	2011	"010 2"	"1"	1120
"1243"	2011	"010 2"	"2"	319
"1244"	2011	"010 2"	"3"	137
"1245"	2011	"010 2"	"4+"	50
"1246"	2011	"011 0"	"0"	96
"1247"	2011	"011 0"	"1"	173
"1248"	2011	"011 0"	"2"	202
"1249"	2011	"011 0"	"3"	82
"1250"	2011	"011 0"	"4+"	85
"1251"	2011	"011 1"	"0"	557
"1252"	2011	"011 1"	"1"	419
"1253"	2011	"011 1"	"2"	348
"1254"	2011	"011 1"	"3"	146
"1255"	2011	"011 1"	"4+"	123
"1256"	2011	"011 2"	"0"	1427
"1257"	2011	"011 2"	"1"	109
"1258"	2011	"011 2"	"2"	242
"1259"	2011	"011 2"	"3"	73
"1260"	2011	"011 2"	"4+"	51
"1261"	2011	"100 0"	"0"	6518
"1262"	2011	"100 0"	"1"	2025
"1263"	2011	"100 0"	"2"	1385
"1264"	2011	"100 0"	"3"	676
"1265"	2011	"100 0"	"4+"	535
"1266"	2011	"100 1"	"0"	9713
"1267"	2011	"100 1"	"1"	1663
"1268"	2011	"100 1"	"2"	1102
"1269"	2011	"100 1"	"3"	471
"1270"	2011	"100 1"	"4+"	288
"1271"	2011	"100 2"	"0"	11506
"1272"	2011	"100 2"	"1"	818
"1273"	2011	"100 2"	"2"	577
"1274"	2011	"100 2"	"3"	189
"1275"	2011	"100 2"	"4+"	82
"1276"	2011	"101 0"	"0"	141
"1277"	2011	"101 0"	"1"	399
"1278"	2011	"101 0"	"2"	165
"1279"	2011	"101 0"	"3"	117
"1280"	2011	"101 0"	"4+"	119
"1281"	2011	"101 1"	"0"	774
"1282"	2011	"101 1"	"1"	888
"1283"	2011	"101 1"	"2"	251
"1284"	2011	"101 1"	"3"	200
"1285"	2011	"101 1"	"4+"	128
"1286"	2011	"101 2"	"0"	2107
"1287"	2011	"101 2"	"1"	430
"1288"	2011	"101 2"	"2"	192
"1289"	2011	"101 2"	"3"	131
"1290"	2011	"101 2"	"4+"	50
"1291"	2011	"110 0"	"0"	973
"1292"	2011	"110 0"	"1"	552
"1293"	2011	"110 0"	"2"	389
"1294"	2011	"110 0"	"3"	297
"1295"	2011	"110 0"	"4+"	276
"1296"	2011	"110 1"	"0"	2848
"1297"	2011	"110 1"	"1"	777
"1298"	2011	"110 1"	"2"	513
"1299"	2011	"110 1"	"3"	397
"1300"	2011	"110 1"	"4+"	257
"1301"	2011	"110 2"	"0"	4510
"1302"	2011	"110 2"	"1"	619
"1303"	2011	"110 2"	"2"	311
"1304"	2011	"110 2"	"3"	254
"1305"	2011	"110 2"	"4+"	107
"1306"	2011	"111 0"	"0"	98
"1307"	2011	"111 0"	"1"	183
"1308"	2011	"111 0"	"2"	142
"1309"	2011	"111 0"	"3"	100
"1310"	2011	"111 0"	"4+"	144
"1311"	2011	"111 1"	"0"	620
"1312"	2011	"111 1"	"1"	424
"1313"	2011	"111 1"	"2"	260
"1314"	2011	"111 1"	"3"	158
"1315"	2011	"111 1"	"4+"	231
"1316"	2011	"111 2"	"0"	1387
"1317"	2011	"111 2"	"1"	196
"1318"	2011	"111 2"	"2"	224
"1319"	2011	"111 2"	"3"	106
"1320"	2011	"111 2"	"4+"	134
"1321"	2012	"000 0"	"0"	33055
"1322"	2012	"000 0"	"1"	6765
"1323"	2012	"000 0"	"2"	3089
"1324"	2012	"000 0"	"3"	1361
"1325"	2012	"000 0"	"4+"	1043
"1326"	2012	"000 1"	"0"	27617
"1327"	2012	"000 1"	"1"	3083
"1328"	2012	"000 1"	"2"	1262
"1329"	2012	"000 1"	"3"	485
"1330"	2012	"000 1"	"4+"	316
"1331"	2012	"000 2"	"0"	24543
"1332"	2012	"000 2"	"1"	1190
"1333"	2012	"000 2"	"2"	405
"1334"	2012	"000 2"	"3"	133
"1335"	2012	"000 2"	"4+"	56
"1336"	2012	"001 0"	"0"	103
"1337"	2012	"001 0"	"1"	315
"1338"	2012	"001 0"	"2"	78
"1339"	2012	"001 0"	"3"	42
"1340"	2012	"001 0"	"4+"	35
"1341"	2012	"001 1"	"0"	705
"1342"	2012	"001 1"	"1"	959
"1343"	2012	"001 1"	"2"	186
"1344"	2012	"001 1"	"3"	79
"1345"	2012	"001 1"	"4+"	73
"1346"	2012	"001 2"	"0"	2319
"1347"	2012	"001 2"	"1"	557
"1348"	2012	"001 2"	"2"	140
"1349"	2012	"001 2"	"3"	55
"1350"	2012	"001 2"	"4+"	20
"1351"	2012	"010 0"	"0"	1334
"1352"	2012	"010 0"	"1"	1228
"1353"	2012	"010 0"	"2"	484
"1354"	2012	"010 0"	"3"	228
"1355"	2012	"010 0"	"4+"	213
"1356"	2012	"010 1"	"0"	3550
"1357"	2012	"010 1"	"1"	1386
"1358"	2012	"010 1"	"2"	561
"1359"	2012	"010 1"	"3"	225
"1360"	2012	"010 1"	"4+"	169
"1361"	2012	"010 2"	"0"	5843
"1362"	2012	"010 2"	"1"	1114
"1363"	2012	"010 2"	"2"	375
"1364"	2012	"010 2"	"3"	111
"1365"	2012	"010 2"	"4+"	57
"1366"	2012	"011 0"	"0"	91
"1367"	2012	"011 0"	"1"	167
"1368"	2012	"011 0"	"2"	184
"1369"	2012	"011 0"	"3"	92
"1370"	2012	"011 0"	"4+"	83
"1371"	2012	"011 1"	"0"	531
"1372"	2012	"011 1"	"1"	417
"1373"	2012	"011 1"	"2"	334
"1374"	2012	"011 1"	"3"	147
"1375"	2012	"011 1"	"4+"	121
"1376"	2012	"011 2"	"0"	1396
"1377"	2012	"011 2"	"1"	120
"1378"	2012	"011 2"	"2"	226
"1379"	2012	"011 2"	"3"	79
"1380"	2012	"011 2"	"4+"	50
"1381"	2012	"100 0"	"0"	6362
"1382"	2012	"100 0"	"1"	1942
"1383"	2012	"100 0"	"2"	1437
"1384"	2012	"100 0"	"3"	663
"1385"	2012	"100 0"	"4+"	521
"1386"	2012	"100 1"	"0"	9383
"1387"	2012	"100 1"	"1"	1565
"1388"	2012	"100 1"	"2"	1155
"1389"	2012	"100 1"	"3"	445
"1390"	2012	"100 1"	"4+"	325
"1391"	2012	"100 2"	"0"	11364
"1392"	2012	"100 2"	"1"	782
"1393"	2012	"100 2"	"2"	633
"1394"	2012	"100 2"	"3"	201
"1395"	2012	"100 2"	"4+"	95
"1396"	2012	"101 0"	"0"	145
"1397"	2012	"101 0"	"1"	409
"1398"	2012	"101 0"	"2"	172
"1399"	2012	"101 0"	"3"	118
"1400"	2012	"101 0"	"4+"	106
"1401"	2012	"101 1"	"0"	802
"1402"	2012	"101 1"	"1"	777
"1403"	2012	"101 1"	"2"	254
"1404"	2012	"101 1"	"3"	173
"1405"	2012	"101 1"	"4+"	120
"1406"	2012	"101 2"	"0"	2124
"1407"	2012	"101 2"	"1"	447
"1408"	2012	"101 2"	"2"	199
